price_id,material_id,price_per_ton,price_date
1722,3534,369.95,2023-03-29
1723,171,748.28,2024-09-28
1724,4031,438.97,2024-07-26
1725,1695,777.45,2023-06-25
1726,562,425.84,2024-10-17
1727,775,373.53,2024-01-06
1728,816,353.41,2024-02-29
1729,386,860.81,2024-09-05
1730,4016,834.71,2023-11-06
1731,4616,639.29,2023-01-27
1732,2307,912.94,2024-10-17
1733,1266,769.78,2024-08-18
1734,3585,753.92,2024-04-13
1735,3321,856.31,2024-03-12
1736,1975,411.53,2023-02-03
1737,414,712.06,2023-11-14
1738,2737,470.68,2024-09-03
1739,2282,433.77,2023-08-08
1740,3143,546.22,2023-09-02
1741,1348,633.71,2023-09-22
1742,3946,815.34,2023-07-02
1743,2836,357.78,2024-01-23
1744,1249,467.63,2023-05-11
1745,3755,896.09,2024-01-17
1746,324,698.94,2023-10-07
1747,2529,840.73,2023-09-23
1748,4216,483.28,2024-05-22
1749,2347,798.21,2023-08-08
1750,3402,355.45,2023-03-17
1751,3263,399.03,2024-06-08
1752,3887,917.67,2024-12-29
1753,3142,484.1,2023-02-01
1754,3973,470.06,2023-06-16
1755,1246,854.44,2024-11-04
1756,2590,638.63,2024-07-12
1757,2141,668.38,2024-02-17
1758,1709,709.83,2024-03-30
1759,268,411.35,2023-08-05
1760,4206,718.77,2024-07-12
1761,835,353.54,2024-08-05
1762,2633,844.19,2024-07-22
1763,4257,425.91,2024-11-19
1764,1710,909.41,2023-08-26
1765,2759,667.87,2023-05-20
1766,1756,514.14,2023-05-26
1767,1076,486.62,2023-10-26
1768,1075,436.5,2023-11-06
1769,624,360.0,2023-09-22
1770,2251,921.82,2023-05-25
1771,1576,886.44,2024-01-07
1772,3122,843.48,2023-12-12
1773,3588,621.2,2023-01-13
1774,3309,414.82,2024-10-15
1775,1240,564.3,2023-05-08
1776,3982,504.85,2023-11-06
1777,1413,424.83,2024-07-08
1778,2550,490.7,2024-09-23
1779,4396,849.62,2024-07-30
1780,1638,768.85,2024-08-03
1781,219,499.36,2023-04-13
1782,3566,712.8,2023-09-25
1783,3194,609.16,2024-06-13
1784,86,809.38,2023-06-03
1785,3215,748.94,2024-07-22
1786,3896,525.18,2024-07-26
1787,2831,416.57,2024-10-03
1788,842,617.24,2024-03-10
1789,3499,418.72,2023-10-15
1790,4028,924.03,2024-12-01
1791,3078,902.65,2024-07-18
1792,2671,821.29,2024-08-22
1793,3737,576.83,2023-11-06
1794,3505,688.16,2024-03-19
1795,3012,708.82,2024-10-15
1796,329,459.79,2023-06-13
1797,3876,855.01,2024-04-10
1798,2437,596.35,2023-10-12
1799,4463,459.97,2023-10-25
1800,2568,630.69,2023-09-07
1801,2413,526.95,2024-04-08
1802,4576,948.42,2023-02-11
1803,392,415.45,2024-05-17
1804,3166,657.03,2024-01-06
1805,1305,932.37,2024-11-21
1806,4279,396.4,2024-05-11
1807,1058,755.18,2023-06-27
1808,379,919.1,2024-03-05
1809,3004,486.38,2023-11-17
1810,1298,389.9,2024-05-19
1811,507,938.32,2024-05-01
1812,1102,576.79,2024-05-21
1813,3724,693.4,2023-07-17
1814,358,834.24,2023-02-18
1815,1189,782.88,2023-02-20
1816,1576,373.1,2023-07-15
1817,1645,379.25,2024-05-12
1818,3799,688.73,2023-01-19
1819,229,732.04,2023-05-14
1820,729,854.09,2023-07-19
1821,1479,497.68,2024-07-10
1822,2531,387.4,2024-08-06
1823,2776,572.3,2023-01-11
1824,3517,850.25,2024-05-12
1825,1006,684.3,2023-02-22
1826,3148,469.92,2024-09-02
1827,4379,569.76,2023-10-10
1828,4451,382.31,2024-02-03
1829,3687,885.47,2024-01-26
1830,2220,773.62,2024-03-19
1831,1149,731.83,2024-12-01
1832,270,749.14,2024-12-30
1833,3456,543.55,2024-02-13
1834,2852,401.23,2024-02-15
1835,2616,872.05,2023-09-14
1836,3904,854.75,2024-05-09
1837,305,513.54,2024-10-27
1838,530,821.59,2023-05-03
1839,2977,436.67,2024-07-22
1840,3686,613.1,2024-06-25
1841,4037,828.58,2023-01-28
1842,52,690.49,2023-12-16
1843,2221,897.36,2023-02-27
1844,3333,732.26,2023-07-30
1845,2790,725.3,2024-02-13
1846,1968,750.97,2024-06-11
1847,960,461.71,2023-11-28
1848,2434,917.52,2023-07-18
1849,1755,608.1,2024-02-07
1850,1267,353.42,2024-05-20
1851,3383,383.67,2024-10-15
1852,320,727.98,2023-02-02
1853,3651,497.89,2023-09-01
1854,3241,601.56,2024-07-03
1855,356,495.16,2024-03-20
1856,4989,735.64,2024-03-21
1857,134,619.3,2024-09-12
1858,116,511.14,2024-01-29
1859,3536,363.08,2023-12-11
1860,2747,705.04,2023-08-31
1861,531,700.35,2023-10-13
1862,4700,938.25,2023-10-08
1863,2198,717.94,2024-09-14
1864,554,741.8,2024-02-03
1865,700,568.39,2023-02-14
1866,1530,824.2,2024-03-25
1867,4994,769.26,2023-06-05
1868,3413,743.59,2023-05-23
1869,2658,551.79,2023-12-08
1870,3650,882.94,2023-04-20
1871,2138,781.44,2024-10-10
1872,357,662.8,2024-09-19
1873,313,610.32,2023-01-26
1874,1902,599.35,2023-09-30
1875,109,699.26,2023-04-01
1876,3119,876.3,2023-03-22
1877,3409,689.45,2023-05-07
1878,2011,907.36,2023-07-22
1879,2036,576.62,2023-10-26
1880,2645,826.3,2023-06-26
1881,4376,368.63,2024-11-12
1882,1799,463.32,2024-01-31
1883,2112,516.42,2024-01-19
1884,4184,407.19,2023-11-06
1885,4793,934.17,2024-03-01
1886,786,824.4,2023-06-11
1887,4132,596.06,2023-04-27
1888,2686,935.82,2024-09-18
1889,896,566.99,2024-04-22
1890,2472,740.94,2023-01-19
1891,3988,764.61,2024-08-24
1892,2067,692.69,2024-03-25
1893,240,604.15,2024-11-16
1894,4446,936.44,2023-04-12
1895,1141,556.39,2023-03-05
1896,3219,368.39,2024-12-13
1897,4350,783.09,2023-06-01
1898,2176,897.75,2024-08-21
1899,3588,390.16,2024-05-02
1900,422,944.82,2024-05-14
1901,2863,715.23,2023-12-04
1902,270,937.83,2023-01-19
1903,155,459.54,2023-04-26
1904,4663,796.93,2024-09-27
1905,3652,900.95,2024-12-11
1906,3453,532.06,2024-10-22
1907,3645,354.2,2023-11-14
1908,4562,595.78,2023-01-30
1909,673,592.11,2024-02-12
1910,569,435.02,2024-03-22
1911,3373,430.7,2024-02-27
1912,4768,558.09,2023-05-25
1913,3045,389.88,2023-05-19
1914,4112,784.92,2023-01-31
1915,1434,579.2,2023-04-22
1916,2252,457.43,2023-06-05
1917,4308,902.73,2024-11-09
1918,2396,649.48,2024-01-29
1919,4801,642.01,2023-12-19
1920,1003,476.28,2024-06-24
1921,604,714.21,2024-07-06
1922,180,734.82,2023-09-30
1923,3082,489.18,2023-12-11
1924,4508,926.7,2023-02-13
1925,1099,909.46,2024-04-05
1926,1123,716.26,2024-04-02
1927,834,509.97,2023-04-19
1928,1098,415.54,2023-07-04
1929,4998,374.4,2023-12-21
1930,4277,651.29,2024-05-30
1931,2387,390.49,2023-07-20
1932,3202,729.94,2023-06-22
1933,3073,728.1,2024-12-14
1934,1724,404.49,2023-08-15
1935,2470,701.08,2024-03-10
1936,226,629.69,2023-03-12
1937,4185,446.06,2023-12-12
1938,1049,415.08,2024-08-26
1939,1935,676.46,2023-12-17
1940,1342,430.36,2024-09-22
1941,1788,422.98,2023-03-09
1942,2549,910.99,2023-08-19
1943,650,397.59,2023-11-15
1944,3958,840.62,2024-08-18
1945,3704,727.95,2023-01-09
1946,2111,872.79,2024-10-03
1947,4682,810.94,2024-11-09
1948,4180,914.62,2023-08-22
1949,641,824.3,2024-12-28
1950,1425,360.38,2024-11-07
1951,292,538.49,2023-08-24
1952,4773,555.24,2023-11-14
1953,2003,804.45,2023-06-20
1954,4214,516.13,2024-10-21
1955,628,907.58,2024-09-03
1956,4618,475.42,2024-04-14
1957,4276,902.45,2023-10-04
1958,1654,396.02,2024-03-24
1959,2398,693.14,2023-03-24
1960,2153,927.76,2024-06-24
1961,3696,598.73,2023-10-15
1962,1464,615.11,2023-01-05
1963,51,700.97,2023-02-23
1964,831,669.89,2024-05-12
1965,499,879.3,2024-03-04
1966,4903,797.46,2024-07-11
1967,1615,438.66,2024-08-07
1968,1211,838.26,2023-02-27
1969,653,419.05,2023-06-26
1970,4177,908.58,2023-03-31
1971,3404,674.41,2023-02-05
1972,3804,495.14,2023-06-25
1973,4249,412.81,2024-08-11
1974,3799,879.82,2024-10-02
1975,263,622.77,2023-06-03
1976,608,652.15,2024-07-23
1977,152,608.51,2023-12-25
1978,458,748.35,2024-03-11
1979,2963,880.42,2023-08-27
1980,2291,935.2,2023-01-24
1981,412,828.83,2024-03-21
1982,4040,399.57,2023-03-12
1983,3725,430.88,2024-04-13
1984,3646,540.51,2024-11-22
1985,4639,907.55,2023-09-23
1986,1721,757.46,2024-12-16
1987,3505,406.39,2023-03-17
1988,4423,594.3,2024-06-13
1989,909,880.23,2023-06-26
1990,947,654.23,2024-08-13
1991,1477,689.95,2023-09-05
1992,423,910.91,2023-10-30
1993,2249,713.75,2023-06-10
1994,4767,509.92,2024-07-18
1995,3836,590.61,2023-04-15
1996,3340,843.32,2023-05-08
1997,955,671.29,2024-04-19
1998,298,797.65,2023-04-06
1999,167,858.05,2023-06-10
2000,491,908.29,2024-05-01
2001,1892,615.86,2024-12-16
2002,3578,590.99,2024-01-03
2003,3878,884.77,2024-09-15
2004,2753,941.12,2023-12-06
2005,3953,449.08,2023-02-13
2006,1564,509.2,2024-10-30
2007,1882,677.84,2023-11-18
2008,589,628.38,2024-05-23
2009,1885,739.2,2023-06-02
2010,3974,452.19,2024-08-26
2011,233,588.99,2023-07-15
2012,2821,717.47,2023-08-13
2013,992,443.87,2023-05-01
2014,2948,394.57,2023-02-17
2015,249,713.44,2024-09-10
2016,887,454.8,2024-08-26
2017,4318,459.04,2023-10-07
2018,4283,906.01,2024-03-18
2019,770,480.8,2023-03-27
2020,795,350.06,2023-12-01
2021,4259,365.76,2024-04-21
2022,701,384.0,2024-08-27
2023,756,449.65,2024-12-03
2024,2079,780.77,2024-11-19
2025,4755,487.74,2024-05-02
2026,4980,565.99,2024-01-21
2027,1850,663.02,2023-11-06
2028,2640,499.92,2023-10-10
2029,3203,678.1,2023-04-27
2030,3419,580.56,2023-07-16
2031,388,355.43,2024-03-30
2032,1910,584.57,2024-04-21
2033,2819,637.04,2023-02-06
2034,4245,391.86,2023-03-07
2035,4409,847.3,2024-12-27
2036,101,914.31,2024-04-11
2037,4056,876.96,2024-07-07
2038,1855,478.53,2024-03-13
2039,4313,461.05,2023-03-07
2040,2382,765.65,2023-11-07
2041,3249,508.56,2023-12-30
2042,2986,618.93,2023-08-16
2043,546,386.96,2023-02-14
2044,1114,944.87,2024-03-14
2045,4577,715.45,2024-03-30
2046,2539,858.96,2023-07-07
2047,3887,541.46,2023-03-14
2048,2240,664.03,2023-03-06
2049,1442,949.57,2023-12-25
2050,1077,721.86,2024-11-26
2051,3322,557.06,2024-09-15
2052,4060,690.49,2023-10-10
2053,3699,500.9,2023-03-09
2054,2735,680.79,2024-02-27
2055,3417,665.81,2023-10-17
2056,4733,839.76,2024-03-31
2057,1309,566.42,2023-12-05
2058,1387,873.18,2023-07-13
2059,1221,514.63,2023-05-22
2060,1543,369.41,2024-06-17
2061,4783,892.6,2023-03-16
2062,1118,447.26,2024-08-17
2063,2311,466.74,2024-03-26
2064,862,932.26,2023-11-17
2065,297,414.23,2023-06-02
2066,2023,692.95,2023-04-29
2067,2529,747.75,2024-11-19
2068,4829,383.66,2024-08-05
2069,2480,374.28,2024-03-28
2070,3956,845.42,2023-09-24
2071,800,690.38,2024-06-05
2072,1660,434.29,2024-08-02
2073,3032,840.92,2023-04-25
2074,50,704.34,2024-03-12
2075,3699,368.51,2023-07-01
2076,2426,723.75,2023-03-17
2077,3393,696.65,2024-09-15
2078,1829,826.81,2024-04-13
2079,4566,810.48,2024-04-19
2080,3394,435.82,2024-04-28
2081,2236,797.49,2024-02-03
2082,3613,714.08,2023-01-03
2083,3784,438.14,2024-05-12
2084,4544,455.36,2024-10-25
2085,4800,770.44,2023-05-20
2086,3963,712.22,2023-01-29
2087,456,592.63,2024-06-09
2088,2073,919.79,2024-02-07
2089,2381,456.62,2024-05-26
2090,2032,530.62,2024-11-08
2091,3622,909.72,2023-07-15
2092,2993,657.75,2024-04-15
2093,1581,408.28,2023-03-29
2094,1763,569.48,2024-09-18
2095,1478,538.1,2024-01-27
2096,3849,514.47,2024-02-22
2097,2383,537.38,2023-08-18
2098,983,473.3,2024-07-03
2099,905,873.99,2024-01-18
2100,3164,396.66,2024-03-06
2101,4097,461.39,2023-08-30
2102,1191,723.63,2023-02-05
2103,2391,938.47,2023-01-04
2104,4239,932.59,2024-01-31
2105,3622,934.9,2023-02-04
2106,3852,429.97,2024-06-25
2107,376,804.82,2023-04-22
2108,4209,636.63,2024-09-28
2109,4956,639.94,2024-05-14
2110,4956,901.32,2024-07-07
2111,2082,684.17,2023-11-23
2112,1309,644.14,2024-12-14
2113,869,393.4,2023-06-16
2114,4042,542.92,2023-01-15
2115,3816,730.55,2023-07-29
2116,3487,399.69,2023-09-02
2117,1535,371.31,2023-02-28
2118,3259,854.74,2023-06-16
2119,1399,466.38,2023-06-26
2120,4149,938.87,2024-10-19
2121,4764,833.94,2024-04-12
2122,4613,723.8,2023-03-23
2123,856,823.59,2023-08-06
2124,216,634.91,2024-03-06
2125,3175,404.03,2024-09-05
2126,3318,624.54,2023-04-23
2127,4739,613.78,2024-03-17
2128,4866,613.0,2023-03-10
2129,3120,453.9,2024-01-24
2130,4012,406.75,2023-10-05
2131,526,610.14,2024-07-12
2132,1424,594.2,2024-12-07
2133,2979,698.35,2023-02-12
2134,446,617.11,2023-06-15
2135,910,949.15,2023-05-22
2136,3704,393.91,2023-05-24
2137,698,836.95,2023-05-07
2138,3639,883.76,2023-01-20
2139,4971,856.24,2023-06-07
2140,3758,481.38,2024-03-15
2141,3891,472.01,2023-09-16
2142,4649,722.62,2024-07-21
2143,2121,436.72,2024-05-14
2144,4257,598.49,2023-04-05
2145,3666,650.13,2023-10-14
2146,77,544.43,2024-07-08
2147,2856,904.94,2024-10-27
2148,926,426.83,2024-02-22
2149,868,425.99,2024-01-22
2150,4198,840.1,2023-09-12
2151,3850,357.58,2023-10-04
2152,2181,721.17,2024-05-29
2153,3738,640.42,2024-12-18
2154,3007,665.82,2024-09-14
2155,1029,805.61,2024-05-19
2156,4545,828.84,2023-05-29
2157,2929,707.55,2023-08-28
2158,1761,780.85,2024-07-30
2159,4611,396.02,2024-05-18
2160,4737,478.36,2024-05-28
2161,3446,893.63,2023-09-30
2162,1301,420.55,2023-03-11
2163,661,895.8,2023-05-17
2164,3202,389.93,2023-01-08
2165,4815,789.28,2023-05-19
2166,4321,777.07,2024-05-05
2167,3991,539.16,2024-11-05
2168,2879,464.67,2024-08-03
2169,4592,771.71,2024-05-17
2170,3506,779.2,2024-10-05
2171,3827,486.98,2023-06-10
2172,3454,802.6,2023-11-11
2173,1327,611.4,2024-03-01
2174,3688,615.58,2023-01-29
2175,713,507.27,2023-05-17
2176,1656,554.18,2023-05-21
2177,3980,755.06,2024-11-21
2178,2194,493.61,2023-02-08
2179,3750,393.44,2024-02-20
2180,1162,810.43,2024-05-11
2181,3284,611.6,2024-05-07
2182,4330,778.23,2024-12-14
2183,2520,663.04,2023-01-29
2184,2584,580.34,2023-05-01
2185,1880,397.77,2023-01-24
2186,3284,591.1,2023-02-15
2187,1258,717.75,2024-05-22
2188,1176,719.2,2023-12-08
2189,964,471.38,2023-12-30
2190,3365,353.84,2024-08-29
2191,427,395.7,2023-09-24
2192,4263,358.5,2024-07-21
2193,588,385.13,2024-03-15
2194,2775,869.29,2024-01-09
2195,11,926.7,2024-10-18
2196,3271,852.68,2024-11-29
2197,1206,607.98,2023-08-21
2198,3890,543.42,2023-12-10
2199,2408,475.73,2023-07-09
2200,3436,356.04,2023-06-12
2201,3947,686.06,2024-02-03
2202,1494,519.94,2023-02-26
2203,3077,890.58,2024-06-13
2204,1677,920.89,2023-12-10
2205,4875,799.5,2023-09-23
2206,2921,665.2,2024-12-15
2207,446,828.41,2023-08-07
2208,150,632.63,2023-03-08
2209,353,799.81,2024-01-21
2210,2505,374.9,2023-01-23
2211,3381,620.11,2023-11-09
2212,869,573.65,2024-01-30
2213,4057,716.26,2024-11-20
2214,1075,522.14,2023-01-24
2215,4398,647.26,2023-10-07
2216,816,539.64,2024-11-02
2217,3030,943.35,2023-01-18
2218,3718,549.19,2024-02-29
2219,2120,533.7,2024-01-21
2220,2029,869.3,2024-08-09
2221,1497,407.51,2024-07-22
2222,984,692.06,2023-11-15
2223,1362,858.86,2023-03-05
2224,2316,809.81,2024-02-15
2225,2997,524.51,2023-11-28
2226,650,704.49,2023-03-18
2227,3492,380.18,2024-10-17
2228,1451,775.06,2023-06-05
2229,3499,758.76,2023-12-05
2230,3457,645.78,2024-09-02
2231,1285,601.96,2023-05-18
2232,2477,487.61,2023-10-12
2233,797,884.01,2024-07-10
2234,533,859.49,2024-06-19
2235,348,672.31,2024-12-22
2236,3189,566.34,2024-10-27
2237,4575,579.18,2023-11-02
2238,3338,717.77,2024-11-03
2239,955,765.21,2024-08-19
2240,1822,840.92,2024-01-26
2241,4410,628.6,2024-01-07
2242,3924,515.16,2023-04-03
2243,1397,894.13,2024-06-04
2244,3879,607.2,2023-01-13
2245,2054,510.21,2024-04-30
2246,582,673.29,2024-08-01
2247,2430,745.65,2023-08-21
2248,4938,381.09,2023-02-07
2249,4423,381.37,2024-02-22
2250,1152,777.83,2024-06-17
2251,1897,540.45,2024-12-18
2252,2684,730.62,2023-04-14
2253,2308,460.42,2023-02-02
2254,4807,480.74,2023-03-27
2255,4880,399.93,2023-07-07
2256,524,440.36,2024-11-02
2257,4775,839.43,2023-08-23
2258,2745,478.66,2023-05-18
2259,2361,421.57,2024-03-10
2260,3396,591.89,2023-07-02
2261,372,605.44,2023-12-01
2262,3212,597.45,2023-02-14
2263,29,774.82,2024-06-11
2264,4490,548.74,2023-11-08
2265,563,391.92,2023-03-20
2266,975,731.81,2023-01-30
2267,737,565.25,2023-06-08
2268,3079,876.55,2023-12-10
2269,3027,873.54,2023-09-18
2270,1240,628.22,2024-12-08
2271,3654,752.37,2023-04-04
2272,2237,388.77,2023-02-23
2273,2553,900.44,2023-05-20
2274,4272,671.67,2024-02-21
2275,2378,788.67,2024-06-03
2276,4186,362.83,2024-09-25
2277,208,774.7,2023-09-16
2278,2625,443.74,2023-01-29
2279,2748,772.15,2023-04-22
2280,4112,925.17,2023-10-28
2281,3150,515.92,2023-04-07
2282,1655,641.76,2024-07-26
2283,880,413.3,2023-06-21
2284,1712,396.61,2023-09-26
2285,4576,669.94,2023-08-23
2286,3403,603.95,2023-02-03
2287,1436,715.0,2024-01-12
2288,2195,902.52,2023-12-18
2289,4618,772.31,2024-10-10
2290,4886,618.34,2023-07-08
2291,3375,558.0,2024-05-15
2292,312,843.96,2023-12-21
2293,3363,433.71,2024-12-17
2294,2374,520.25,2023-07-17
2295,1197,723.03,2023-02-03
2296,4434,402.85,2023-04-06
2297,3491,376.03,2024-09-01
2298,3367,456.8,2024-12-03
2299,2017,689.23,2023-12-01
2300,3553,404.87,2024-01-27
2301,763,544.55,2023-04-15
2302,70,891.62,2023-01-08
2303,1668,647.41,2024-10-04
2304,4685,761.61,2023-05-08
2305,1231,947.04,2024-09-26
2306,3436,907.13,2024-06-08
2307,3165,371.83,2024-12-11
2308,4065,630.06,2024-12-01
2309,2687,618.35,2023-04-06
2310,2965,567.27,2023-12-05
2311,3160,432.95,2024-12-07
2312,1544,695.13,2023-10-18
2313,4070,599.63,2024-02-23
2314,516,792.01,2023-12-12
2315,3741,656.14,2024-01-19
2316,57,697.73,2023-05-03
2317,4935,785.86,2023-01-30
2318,4805,537.72,2024-09-25
2319,501,564.96,2023-01-19
2320,1763,842.85,2024-02-04
2321,3325,808.52,2023-05-18
2322,2787,789.92,2023-02-26
2323,1908,408.2,2023-09-12
2324,207,655.51,2023-02-04
2325,1957,486.14,2023-06-16
2326,2264,596.17,2024-05-06
2327,3432,748.71,2024-03-06
2328,4536,741.57,2024-04-01
2329,44,604.95,2023-10-28
2330,736,383.98,2023-02-24
2331,544,354.61,2024-11-02
2332,1279,888.14,2024-09-20
2333,3555,647.29,2023-06-30
2334,2325,811.94,2024-06-23
2335,2775,560.77,2023-12-16
2336,3671,371.54,2023-07-27
2337,2116,471.81,2023-10-17
2338,4698,405.66,2023-03-20
2339,410,381.71,2024-10-30
2340,2808,840.01,2024-10-02
2341,335,550.73,2024-06-30
2342,1860,741.49,2024-10-25
2343,2524,852.54,2023-10-15
2344,2002,725.49,2023-10-19
2345,4020,574.93,2024-03-15
2346,1705,591.34,2024-07-25
2347,2762,475.17,2024-09-30
2348,1508,654.37,2023-07-29
2349,3079,910.94,2024-10-29
2350,1905,501.07,2024-11-21
2351,656,932.75,2024-01-08
2352,1122,563.64,2023-10-03
2353,831,739.91,2023-12-29
2354,404,608.89,2023-10-31
2355,1733,773.56,2023-01-27
2356,2829,526.97,2024-02-18
2357,4670,605.44,2023-04-13
2358,2261,656.76,2024-01-30
2359,4572,455.87,2023-05-25
2360,2778,593.83,2023-09-10
2361,2030,372.15,2024-08-18
2362,1212,884.96,2023-06-08
2363,2282,866.8,2023-03-16
2364,749,634.49,2023-05-02
2365,3012,561.18,2023-07-16
2366,3515,913.62,2023-09-05
2367,923,774.62,2023-10-25
2368,1285,821.35,2023-04-17
2369,2804,429.32,2024-12-12
2370,4754,903.13,2023-06-12
2371,3551,797.46,2023-09-01
2372,3440,354.29,2024-08-24
2373,4058,373.66,2023-07-14
2374,3039,568.37,2023-08-27
2375,768,364.11,2023-09-04
2376,4658,673.13,2024-07-08
2377,4263,913.05,2024-03-15
2378,1594,549.75,2023-10-30
2379,823,434.42,2023-01-10
2380,3870,870.8,2024-01-23
2381,3681,531.03,2023-09-13
2382,3814,919.05,2024-05-16
2383,296,714.47,2023-09-17
2384,1275,432.02,2024-02-28
2385,1708,654.96,2024-01-08
2386,557,610.81,2023-07-23
2387,897,442.62,2024-09-25
2388,666,529.94,2023-05-16
2389,1572,674.65,2023-03-22
2390,2554,548.88,2023-10-10
2391,465,496.91,2024-05-03
2392,2227,411.59,2023-09-18
2393,3549,500.72,2023-06-08
2394,2982,571.88,2023-05-23
2395,1118,649.62,2024-09-30
2396,1502,934.92,2023-01-10
2397,3853,531.58,2023-03-22
2398,865,526.16,2024-06-14
2399,3153,448.16,2024-11-16
2400,3989,654.95,2023-07-13
2401,1075,732.55,2023-10-20
2402,2648,465.46,2023-04-29
2403,1356,808.41,2023-05-08
2404,3556,610.34,2023-02-28
2405,2208,767.87,2024-12-05
2406,225,792.81,2024-07-24
2407,4788,894.94,2024-03-09
2408,4441,790.48,2023-02-12
2409,543,632.04,2023-03-19
2410,3012,766.43,2024-06-29
2411,2165,737.78,2024-04-22
2412,2319,505.39,2023-02-12
2413,509,386.25,2023-09-17
2414,2047,735.4,2024-11-17
2415,1326,426.23,2024-12-30
2416,3420,529.49,2023-07-10
2417,1816,443.32,2023-06-19
2418,2434,730.58,2024-12-03
2419,2941,874.06,2023-08-16
2420,4126,696.8,2023-08-02
2421,2496,638.8,2024-10-31
2422,2294,924.97,2024-08-21
2423,2627,459.98,2023-07-12
2424,1240,859.09,2023-07-24
2425,3875,635.22,2023-10-31
2426,1480,444.6,2024-02-26
2427,3622,387.88,2023-10-22
2428,4493,503.32,2023-12-19
2429,999,522.0,2023-10-21
2430,3315,430.61,2023-02-10
2431,2645,555.68,2024-05-30
2432,2976,885.98,2023-12-25
2433,4436,650.1,2024-08-08
2434,4830,408.91,2024-10-13
2435,4337,689.71,2023-03-05
2436,1801,908.61,2024-04-28
2437,3762,760.43,2023-09-16
2438,2241,796.97,2024-08-14
2439,2863,821.37,2024-07-22
2440,2740,476.95,2024-09-14
2441,860,424.2,2023-03-13
2442,1828,875.94,2024-06-29
2443,1702,436.93,2023-03-25
2444,1527,412.81,2024-03-13
2445,830,885.67,2024-10-25
2446,3707,601.75,2024-01-01
2447,750,805.85,2024-08-11
2448,3733,474.15,2024-11-26
2449,819,733.62,2023-06-01
2450,4925,660.39,2023-09-12
2451,1790,940.18,2023-05-27
2452,3581,545.51,2023-05-25
2453,4101,407.3,2023-02-26
2454,3642,520.06,2024-09-17
2455,4477,679.16,2024-10-31
2456,4411,637.5,2023-01-10
2457,2919,503.46,2023-10-26
2458,304,514.38,2023-09-09
2459,4556,877.49,2023-02-28
2460,4439,909.45,2024-02-23
2461,3364,548.45,2024-11-02
2462,633,538.73,2023-08-02
2463,2033,920.98,2024-01-23
2464,1276,437.6,2023-09-05
2465,1974,911.27,2023-08-04
2466,3154,515.6,2024-03-15
2467,4695,559.7,2024-08-04
2468,2547,608.57,2024-01-04
2469,4613,892.95,2023-05-27
2470,124,567.63,2024-06-19
2471,4568,664.43,2023-02-22
2472,3830,891.05,2023-06-03
2473,3017,627.96,2023-03-31
2474,3349,460.84,2024-10-20
2475,467,871.29,2024-05-03
2476,1357,599.17,2023-05-12
2477,2986,461.85,2023-05-13
2478,326,711.21,2024-10-28
2479,3317,600.73,2024-04-07
2480,1093,554.03,2023-02-04
2481,3989,356.77,2023-05-19
2482,306,357.5,2024-07-17
2483,2329,377.45,2024-01-10
2484,4251,657.07,2023-05-14
2485,1194,637.39,2024-11-26
2486,2560,657.56,2024-08-29
2487,1834,879.28,2024-05-21
2488,4211,876.62,2024-06-01
2489,3857,653.07,2024-11-08
2490,3961,473.15,2023-02-24
2491,2878,489.71,2024-02-10
2492,3928,944.07,2024-02-18
2493,3599,623.37,2023-01-13
2494,1544,874.99,2024-10-06
2495,1555,615.36,2024-02-19
2496,3896,843.38,2024-07-22
2497,321,471.74,2024-03-29
2498,1004,775.54,2024-08-11
2499,4725,695.9,2024-12-01
2500,3311,794.82,2023-02-03
2501,723,461.78,2023-12-11
2502,3958,665.77,2023-06-28
2503,1614,733.91,2023-10-06
2504,3777,911.15,2024-07-09
2505,1804,533.65,2024-03-21
2506,1244,575.63,2024-10-01
2507,3020,755.6,2024-02-10
2508,2560,535.36,2023-10-05
2509,4414,862.38,2024-05-16
2510,3606,909.46,2023-10-28
2511,2776,692.05,2024-08-02
2512,2258,422.85,2024-07-03
2513,1864,577.44,2023-01-06
2514,4438,698.07,2024-06-22
2515,4293,898.67,2023-03-05
2516,4802,806.25,2023-06-20
2517,162,613.31,2024-02-04
2518,2336,525.43,2024-06-23
2519,533,635.49,2023-12-30
2520,2908,926.38,2023-12-10
2521,1886,710.44,2023-03-09
2522,1495,808.45,2023-12-26
2523,2635,433.15,2023-11-25
2524,231,890.64,2023-07-17
2525,417,676.46,2024-12-06
2526,3818,903.51,2024-05-02
2527,3356,380.42,2023-06-28
2528,3854,927.85,2024-04-30
2529,460,922.27,2023-09-13
2530,1092,880.01,2023-04-27
2531,2775,874.94,2024-05-27
2532,1716,727.63,2023-08-02
2533,326,468.26,2024-09-30
2534,1029,656.54,2023-12-20
2535,4299,790.79,2024-03-15
2536,3813,936.69,2023-08-18
2537,3151,363.54,2024-05-30
2538,4350,662.39,2023-09-05
2539,3213,432.46,2024-07-15
2540,936,909.51,2024-03-25
2541,2594,353.85,2023-02-10
2542,4837,526.12,2024-04-20
2543,534,670.63,2024-06-07
2544,4236,357.64,2024-11-15
2545,3194,754.11,2024-10-19
2546,2830,393.2,2023-08-27
2547,691,701.25,2023-10-10
2548,1339,688.96,2024-04-03
2549,1643,817.18,2024-04-02
2550,2072,584.63,2024-07-15
2551,3188,793.97,2024-07-05
2552,3093,527.89,2023-03-20
2553,499,889.02,2024-04-11
