inventory_id,material_id,stock_qty,reorder_level,daily_usage,warehouse_location,states
2413,2413,180.1,50.89,3.68,Ranchi,Jharkhand
2414,2414,62.52,20.32,2.54,Hyderabad,Telangana
2415,2415,51.93,50.82,2.85,New Delhi,Delhi
2416,2416,182.79,53.08,6.74,Kanpur,Uttar Pradesh
2417,2417,169.19,53.98,6.05,Bhubaneswar,Odisha
2418,2418,189.76,71.36,9.63,Indore,Madhya Pradesh
2419,2419,268.81,27.71,5.31,Bhubaneswar,Odisha
2420,2420,74.33,51.48,2.59,Dehradun,Uttarakhand
2421,2421,164.15,64.67,2.82,Ranchi,Jharkhand
2422,2422,291.3,45.86,5.52,Pune,Maharashtra
2423,2423,237.35,27.57,3.05,Kochi,Kerala
2424,2424,133.45,61.17,6.92,Kanpur,Uttar Pradesh
2425,2425,177.59,74.42,9.9,Nashik,Maharashtra
2426,2426,268.08,40.22,8,Siliguri,West Bengal
2427,2427,287.03,32.05,3.65,Kanpur,Uttar Pradesh
2428,2428,275.22,54.16,2.93,Nagpur,Maharashtra
2429,2429,84.41,78.28,7.95,Patna,Bihar
2430,2430,250.03,67.01,4.76,Kolkata,West Bengal
2431,2431,288.11,45.38,4.96,Chennai,Tamil Nadu
2432,2432,265.34,72.69,4.56,Shimla,Himachal Pradesh
2433,2433,206.51,40.25,5.07,Coimbatore,Tamil Nadu
2434,2434,163.94,48.13,8.14,Surat,Gujarat
2435,2435,183.7,31.66,3.38,Mysuru,Karnataka
2436,2436,267.11,79.21,3.56,Kanpur,Uttar Pradesh
2437,2437,108.57,40.02,3.5,Bhubaneswar,Odisha
2438,2438,150.56,62.82,4.49,Coimbatore,Tamil Nadu
2439,2439,261.39,77.67,5.53,Indore,Madhya Pradesh
2440,2440,125.38,64.69,5.42,Jaipur,Rajasthan
2441,2441,126.14,35.18,3.14,Patna,Bihar
2442,2442,104.42,78.84,7.28,Patna,Bihar
2443,2443,239.54,73.66,9.24,New Delhi,Delhi
2444,2444,289.6,36.77,2.32,Mysuru,Karnataka
2445,2445,64.52,66.17,4.72,Ranchi,Jharkhand
2446,2446,127.59,59.92,4.99,Siliguri,West Bengal
2447,2447,130.8,45.09,6.5,Dehradun,Uttarakhand
2448,2448,222.43,33.15,5.92,Indore,Madhya Pradesh
2449,2449,123.29,73.08,2.63,Chennai,Tamil Nadu
2450,2450,71.69,40.37,3.91,Kanpur,Uttar Pradesh
2451,2451,115.91,69.87,2.2,Surat,Gujarat
2452,2452,244.13,69.62,3.08,Surat,Gujarat
2453,2453,155.4,42.95,5.37,Hyderabad,Telangana
2454,2454,287.31,66.4,9.01,Mysuru,Karnataka
2455,2455,207.94,72.02,9.14,Delhi,Delhi
2456,2456,103.5,42.55,8.84,Ranchi,Jharkhand
2457,2457,163.54,38.68,2.76,Pune,Maharashtra
2458,2458,100.74,48.15,2.98,Bhubaneswar,Odisha
2459,2459,179.94,79.18,2.44,Udaipur,Rajasthan
2460,2460,104.46,75.03,4.2,Jaipur,Rajasthan
2461,2461,133.83,65.32,3.47,Bhopal,Madhya Pradesh
2462,2462,279.88,49.14,7.5,Mumbai,Maharashtra
2463,2463,253.88,74.91,3.69,Thiruvananthapuram,Kerala
2464,2464,159.29,43.67,9.21,Shimla,Himachal Pradesh
2465,2465,74.11,76.77,9.46,New Delhi,Delhi
2466,2466,177.19,50.49,7.73,Thiruvananthapuram,Kerala
2467,2467,181.49,50.72,4.44,Mumbai,Maharashtra
2468,2468,204.8,72.76,5.72,Bengaluru,Karnataka
2469,2469,71.33,37.54,6.79,New Delhi,Delhi
2470,2470,279.35,56.1,4.35,Lucknow,Uttar Pradesh
2471,2471,211.83,56.73,9.45,Surat,Gujarat
2472,2472,249.98,58.32,6.57,Warangal,Telangana
2473,2473,74.11,52.33,7.19,Surat,Gujarat
2474,2474,287.06,65.72,7.36,Delhi,Delhi
2475,2475,148.12,71.4,6.34,Ahmedabad,Gujarat
2476,2476,86.53,21.25,3.5,Delhi,Delhi
2477,2477,284.83,39.86,7.13,Chandigarh,Chandigarh
2478,2478,269.56,74.95,4.09,Bhopal,Madhya Pradesh
2479,2479,118.15,30.1,7.87,Mumbai,Maharashtra
2480,2480,143.48,25.71,8.45,New Delhi,Delhi
2481,2481,134.33,70.35,4.26,Kolkata,West Bengal
2482,2482,169.1,23.18,7.7,Jaipur,Rajasthan
2483,2483,265.72,24.24,2.24,Guwahati,Assam
2484,2484,246.64,76.51,7.44,Shimla,Himachal Pradesh
2485,2485,238.79,55.44,2.43,Bengaluru,Karnataka
2486,2486,101.5,77.41,6.34,Lucknow,Uttar Pradesh
2487,2487,67.46,61.69,6.54,Jaipur,Rajasthan
2488,2488,172.73,29.14,9.6,Mysuru,Karnataka
2489,2489,133.82,57.86,5.23,Mumbai,Maharashtra
2490,2490,298.25,63.28,9.9,Nashik,Maharashtra
2491,2491,136.11,31.84,7.32,Jaipur,Rajasthan
2492,2492,220.99,38.25,8.58,Hyderabad,Telangana
2493,2493,111.26,75.79,3.43,Bengaluru,Karnataka
2494,2494,57.97,65.96,6.62,Indore,Madhya Pradesh
2495,2495,127.95,78.34,2.24,Guwahati,Assam
2496,2496,119.92,78.62,5.61,Ahmedabad,Gujarat
2497,2497,151.11,35.09,9.08,Siliguri,West Bengal
2498,2498,230.71,33.06,3.64,Surat,Gujarat
2499,2499,127.83,37.54,7.01,Surat,Gujarat
2500,2500,250.47,54.34,5.86,Dehradun,Uttarakhand
2501,2501,90.61,24.49,5.84,Hyderabad,Telangana
2502,2502,201.39,75.62,8.52,Shimla,Himachal Pradesh
2503,2503,231.89,77.71,7.13,Shimla,Himachal Pradesh
2504,2504,74.64,68.94,5.96,Nashik,Maharashtra
2505,2505,273.09,52.52,3.07,Chandigarh,Chandigarh
2506,2506,273.35,74.18,8.13,Chandigarh,Chandigarh
2507,2507,233.01,49.42,6.54,Coimbatore,Tamil Nadu
2508,2508,70.04,28.63,7.5,Warangal,Telangana
2509,2509,196.7,68.99,6.98,Mysuru,Karnataka
2510,2510,224.77,78.43,4.55,Chennai,Tamil Nadu
2511,2511,148.04,48.89,4.21,Kolkata,West Bengal
2512,2512,62.88,45.45,9.41,Ranchi,Jharkhand
2513,2513,244.72,46.15,8.69,Mumbai,Maharashtra
2514,2514,160.43,42.32,8.01,Thiruvananthapuram,Kerala
2515,2515,74.13,73.06,5.7,Udaipur,Rajasthan
2516,2516,66.46,55.44,9.74,Warangal,Telangana
2517,2517,173.16,63.28,5.83,Ahmedabad,Gujarat
2518,2518,209.23,20.09,3.37,Shimla,Himachal Pradesh
2519,2519,194.36,45.43,3.29,Surat,Gujarat
2520,2520,126.52,30.98,6.05,Shimla,Himachal Pradesh
2521,2521,287.25,20,9.75,Chennai,Tamil Nadu
2522,2522,201.61,49.82,7.1,Mysuru,Karnataka
2523,2523,155.01,66.99,4.29,Nagpur,Maharashtra
2524,2524,258.37,38.45,6.77,Bhubaneswar,Odisha
2525,2525,185.7,63.96,8.66,Patna,Bihar
2526,2526,224.24,56.13,3.55,Ahmedabad,Gujarat
2527,2527,51.93,63.3,3.13,Chennai,Tamil Nadu
2528,2528,188.23,75.89,6.01,Delhi,Delhi
2529,2529,212.04,32.42,4.94,Pune,Maharashtra
2530,2530,182.82,67.17,4.3,Kanpur,Uttar Pradesh
2531,2531,226.29,73.82,9.09,Delhi,Delhi
2532,2532,51.06,28.6,7.98,Ranchi,Jharkhand
2533,2533,121.97,21.08,6.04,Patna,Bihar
2534,2534,82.24,30.4,9.83,Thiruvananthapuram,Kerala
2535,2535,54.76,24.56,3.31,Mumbai,Maharashtra
2536,2536,126.48,34.31,8.38,Indore,Madhya Pradesh
2537,2537,193,70.3,4.52,Delhi,Delhi
2538,2538,108.1,37.19,6.56,Nagpur,Maharashtra
2539,2539,155.47,28.73,7.26,Pune,Maharashtra
2540,2540,159.6,20.15,9.84,Patna,Bihar
2541,2541,251.37,78.01,2.48,Dehradun,Uttarakhand
2542,2542,65.22,28.67,4.53,Patna,Bihar
2543,2543,118.21,57.74,7.24,Kochi,Kerala
2544,2544,199.45,70.28,6.9,Chandigarh,Chandigarh
2545,2545,214.51,65.41,8.31,Delhi,Delhi
2546,2546,238.96,56.77,3.62,Kanpur,Uttar Pradesh
2547,2547,231.11,51.62,8.55,New Delhi,Delhi
2548,2548,187.93,67.79,6.18,Bhubaneswar,Odisha
2549,2549,136.37,27.37,5.58,Lucknow,Uttar Pradesh
2550,2550,291.69,26.15,9.98,Nashik,Maharashtra
2551,2551,95.13,28.52,4.66,Mumbai,Maharashtra
2552,2552,252.07,58.1,8.67,Chandigarh,Chandigarh
2553,2553,169.98,78.5,3.86,Bhopal,Madhya Pradesh
2554,2554,83.27,54.79,6.18,Mysuru,Karnataka
2555,2555,285.5,35.34,9.32,Thiruvananthapuram,Kerala
2556,2556,57.62,31.82,3.67,Chennai,Tamil Nadu
2557,2557,94.13,74.52,8.24,Chandigarh,Chandigarh
2558,2558,64.38,43.68,3.23,Pune,Maharashtra
2559,2559,152.08,57.87,3.48,Mysuru,Karnataka
2560,2560,274.57,46.97,5.52,Lucknow,Uttar Pradesh
2561,2561,251.63,52.3,5.31,Bhubaneswar,Odisha
2562,2562,217.67,33.74,6.81,Lucknow,Uttar Pradesh
2563,2563,183.19,24.06,6.87,Thiruvananthapuram,Kerala
2564,2564,213.02,46.27,9.26,Hyderabad,Telangana
2565,2565,104.3,41.69,7.54,Bengaluru,Karnataka
2566,2566,60.73,45.47,9.8,New Delhi,Delhi
2567,2567,146.98,23.32,3.88,Nagpur,Maharashtra
2568,2568,119.91,53.37,5.78,Mysuru,Karnataka
2569,2569,147.38,26.52,6.29,Ahmedabad,Gujarat
2570,2570,203.53,69.43,8.03,Nashik,Maharashtra
2571,2571,102.87,54.82,2.17,Bhubaneswar,Odisha
2572,2572,286.1,78.3,3.46,Ahmedabad,Gujarat
2573,2573,150.74,32.23,6.41,Kanpur,Uttar Pradesh
2574,2574,241.37,68.48,7.28,Guwahati,Assam
2575,2575,58.63,47.9,6.42,Thiruvananthapuram,Kerala
2576,2576,260.87,50.49,7.7,Kanpur,Uttar Pradesh
2577,2577,181.17,72.38,2.07,Guwahati,Assam
2578,2578,158.42,61.21,7.6,Guwahati,Assam
2579,2579,246.03,78.56,7.16,Pune,Maharashtra
2580,2580,222.52,75.79,2.52,Pune,Maharashtra
2581,2581,204.09,38.63,8.04,Bengaluru,Karnataka
2582,2582,136.19,56.44,5,Patna,Bihar
2583,2583,259.09,77.08,4.57,Guwahati,Assam
2584,2584,260.22,57.12,5.13,Mysuru,Karnataka
2585,2585,171.83,63.3,6.59,Ahmedabad,Gujarat
2586,2586,164.13,28.97,3.13,Surat,Gujarat
2587,2587,126.87,74.45,7.84,Warangal,Telangana
2588,2588,239.05,39.43,3.94,Shimla,Himachal Pradesh
2589,2589,52.62,49.81,3.09,Thiruvananthapuram,Kerala
2590,2590,235.54,71.36,5.81,Delhi,Delhi
2591,2591,251.23,79.02,6.89,Indore,Madhya Pradesh
2592,2592,223.45,34.59,6.3,Hyderabad,Telangana
2593,2593,274.28,26.5,4.87,Surat,Gujarat
2594,2594,212.27,60.65,2.94,Ahmedabad,Gujarat
2595,2595,178.93,72.36,3.24,New Delhi,Delhi
2596,2596,174.49,72.34,2.44,Indore,Madhya Pradesh
2597,2597,202.97,66.22,6.94,Bhopal,Madhya Pradesh
2598,2598,287.73,41.96,9.08,Patna,Bihar
2599,2599,281.99,33.14,6.68,Bengaluru,Karnataka
2600,2600,266.24,72,4.05,Chennai,Tamil Nadu
2601,2601,285.96,40.32,3.7,Ahmedabad,Gujarat
2602,2602,73.98,64.58,6.29,Kanpur,Uttar Pradesh
2603,2603,119.91,25.04,6.98,Jaipur,Rajasthan
2604,2604,213.99,74.6,5.22,New Delhi,Delhi
2605,2605,102.15,23.11,6.41,Chandigarh,Chandigarh
2606,2606,158.49,39.63,9.3,Thiruvananthapuram,Kerala
2607,2607,53.32,64.28,7.39,Hyderabad,Telangana
2608,2608,199.43,62.5,2.1,Lucknow,Uttar Pradesh
2609,2609,255.56,32.52,9.23,Patna,Bihar
2610,2610,251.96,51.13,5.88,Nagpur,Maharashtra
2611,2611,226.23,50.15,2.9,Nagpur,Maharashtra
2612,2612,256.86,78.89,7.49,Coimbatore,Tamil Nadu
2613,2613,258.2,28.72,4.2,Shimla,Himachal Pradesh
2614,2614,186.31,73.35,8.44,Indore,Madhya Pradesh
2615,2615,83.74,54.58,9.51,Patna,Bihar
2616,2616,245.2,31.23,4.3,Chandigarh,Chandigarh
2617,2617,86.13,50.15,2.38,Mysuru,Karnataka
2618,2618,266.09,53.58,3.52,Nashik,Maharashtra
2619,2619,192.74,28.99,5.27,Nashik,Maharashtra
2620,2620,225.42,52.78,7.95,New Delhi,Delhi
2621,2621,131.49,56.8,6.41,Delhi,Delhi
2622,2622,118.09,20.93,8.99,Coimbatore,Tamil Nadu
2623,2623,138.3,38.47,2.56,Bengaluru,Karnataka
2624,2624,276.12,58.49,9.54,Hyderabad,Telangana
2625,2625,113.37,47.44,6.24,Kochi,Kerala
2626,2626,134.06,42.83,3.8,Patna,Bihar
2627,2627,258.42,43.55,2.05,Kanpur,Uttar Pradesh
2628,2628,118.05,43.48,2.86,Guwahati,Assam
2629,2629,264.77,28.31,9.12,Coimbatore,Tamil Nadu
2630,2630,279.24,23.16,5.16,Coimbatore,Tamil Nadu
2631,2631,264.94,45.97,2.44,Warangal,Telangana
2632,2632,57.27,40.93,2.17,Kochi,Kerala
2633,2633,210.98,61.77,5.43,Ahmedabad,Gujarat
2634,2634,184.46,54.47,8.61,Nagpur,Maharashtra
2635,2635,193.23,78.04,6.67,Chandigarh,Chandigarh
2636,2636,171.88,33.55,3.22,Chennai,Tamil Nadu
2637,2637,226.24,39.54,3.22,Mysuru,Karnataka
2638,2638,252.01,21.1,3,Bengaluru,Karnataka
2639,2639,163.89,74.39,4.18,Warangal,Telangana
2640,2640,277.32,66.16,4.47,Patna,Bihar
2641,2641,218.89,33.67,2.65,Bhubaneswar,Odisha
2642,2642,253.35,54.85,3.05,Patna,Bihar
2643,2643,240.48,28.02,5.88,Guwahati,Assam
2644,2644,298.01,75.91,2.87,Hyderabad,Telangana
2645,2645,287.09,67.33,2.06,Kolkata,West Bengal
2646,2646,74.43,35.79,9.83,Thiruvananthapuram,Kerala
2647,2647,172.69,75.28,8.36,Mumbai,Maharashtra
2648,2648,127.17,33.01,3.57,Mysuru,Karnataka
2649,2649,178.74,35.86,3.23,Surat,Gujarat
2650,2650,154.21,44.2,9.19,Pune,Maharashtra
2651,2651,153.48,51.89,7.98,Ranchi,Jharkhand
2652,2652,280.04,22.44,2.4,Coimbatore,Tamil Nadu
2653,2653,276.85,54.55,4.8,Mysuru,Karnataka
2654,2654,186.12,39.66,8.66,Kochi,Kerala
2655,2655,278.22,71.19,4.16,Kochi,Kerala
2656,2656,163.51,26.39,7.09,Kanpur,Uttar Pradesh
2657,2657,163.52,78,7.7,Dehradun,Uttarakhand
2658,2658,204.81,63.44,2.85,Dehradun,Uttarakhand
2659,2659,269.98,78.79,8.97,Siliguri,West Bengal
2660,2660,136.89,65.46,7.08,Jaipur,Rajasthan
2661,2661,288.79,36.27,5.25,Bhubaneswar,Odisha
2662,2662,113.13,47.25,2.28,Ranchi,Jharkhand
2663,2663,279.68,44.9,3.13,Dehradun,Uttarakhand
2664,2664,147.72,52.18,4.9,Coimbatore,Tamil Nadu
2665,2665,216.76,34.1,8.99,Dehradun,Uttarakhand
2666,2666,104.96,75.87,5.97,Bhopal,Madhya Pradesh
2667,2667,140.14,57.24,4.82,Udaipur,Rajasthan
2668,2668,92.17,33.72,4.25,Indore,Madhya Pradesh
2669,2669,108.25,68.13,2.82,Coimbatore,Tamil Nadu
2670,2670,95.25,42.87,9.78,Kolkata,West Bengal
2671,2671,203.48,26.46,7.19,Ahmedabad,Gujarat
2672,2672,128.01,73.19,6.39,Mumbai,Maharashtra
2673,2673,150.97,62.74,6.3,Nashik,Maharashtra
2674,2674,214.8,65.11,3.61,Pune,Maharashtra
2675,2675,70.52,31.98,7.42,Siliguri,West Bengal
2676,2676,136.38,26.82,2.87,Hyderabad,Telangana
2677,2677,274.17,29.83,6.05,Mumbai,Maharashtra
2678,2678,96.91,38.4,9.82,Hyderabad,Telangana
2679,2679,161.4,64.89,3.81,Warangal,Telangana
2680,2680,170.65,42.82,6.88,Delhi,Delhi
2681,2681,189.39,72.87,4.77,Dehradun,Uttarakhand
2682,2682,216.57,51.36,9.58,Ahmedabad,Gujarat
2683,2683,215.38,27.21,7.08,Bhopal,Madhya Pradesh
2684,2684,224.05,60.85,4.44,Indore,Madhya Pradesh
2685,2685,126.86,36.43,8.92,Warangal,Telangana
2686,2686,202.52,29.09,7.03,Chandigarh,Chandigarh
2687,2687,236.46,40.83,4.73,Bhopal,Madhya Pradesh
2688,2688,197.44,68.6,2.44,Ahmedabad,Gujarat
2689,2689,176.7,34.57,4.31,Dehradun,Uttarakhand
2690,2690,132.2,25.18,2.3,Patna,Bihar
2691,2691,115.18,38.79,6.68,Thiruvananthapuram,Kerala
2692,2692,122.35,42.15,3.03,Patna,Bihar
2693,2693,109.22,52.83,2.05,Mysuru,Karnataka
2694,2694,261.22,25.23,5.61,Warangal,Telangana
2695,2695,112.98,74.61,4.43,Nashik,Maharashtra
2696,2696,103.09,34.73,7.51,Coimbatore,Tamil Nadu
2697,2697,260.79,21.2,8.55,Hyderabad,Telangana
2698,2698,203.26,36.57,9.53,Siliguri,West Bengal
2699,2699,144.9,76.71,9.95,Delhi,Delhi
2700,2700,270.27,33.67,5.8,Surat,Gujarat
2701,2701,51.8,57.15,3.61,Mumbai,Maharashtra
2702,2702,207.32,50.41,2.12,Ranchi,Jharkhand
2703,2703,171.74,54.43,5.86,Hyderabad,Telangana
2704,2704,214.25,37.95,4.76,Warangal,Telangana
2705,2705,195.72,25.92,6.66,Kanpur,Uttar Pradesh
2706,2706,131.72,66.49,6.34,Bhopal,Madhya Pradesh
2707,2707,145.92,22.18,8.98,Dehradun,Uttarakhand
2708,2708,198.69,45.58,2.62,Bengaluru,Karnataka
2709,2709,183.77,34.47,6.16,Mysuru,Karnataka
2710,2710,145.65,52.45,6.24,Bhubaneswar,Odisha
2711,2711,228.38,78.74,7.22,Nashik,Maharashtra
2712,2712,255.8,56.25,5.65,Kochi,Kerala
2713,2713,246.91,63.41,5.08,Bhubaneswar,Odisha
2714,2714,135.1,34.17,7.3,Mysuru,Karnataka
2715,2715,217.89,35.7,7.71,Ahmedabad,Gujarat
2716,2716,218.52,56.88,6.09,Dehradun,Uttarakhand
2717,2717,107.69,23.17,3.42,Coimbatore,Tamil Nadu
2718,2718,109.79,79.68,8.46,Bhopal,Madhya Pradesh
2719,2719,95.84,32.4,5.97,Siliguri,West Bengal
2720,2720,203.28,39.44,4.09,New Delhi,Delhi
2721,2721,86.54,58.94,9.12,Bengaluru,Karnataka
2722,2722,196.28,35.62,3.87,Shimla,Himachal Pradesh
2723,2723,131.84,28.45,5.35,New Delhi,Delhi
2724,2724,115.04,32.36,9.72,Nagpur,Maharashtra
2725,2725,265.3,77.68,6.51,Patna,Bihar
2726,2726,242.22,70.61,2.77,Delhi,Delhi
2727,2727,252.34,55.24,4.37,Pune,Maharashtra
2728,2728,64.81,42.79,2.5,Indore,Madhya Pradesh
2729,2729,202.52,57.33,5.67,Lucknow,Uttar Pradesh
2730,2730,113.81,20.66,4.51,Coimbatore,Tamil Nadu
2731,2731,213.68,34.54,9.33,New Delhi,Delhi
2732,2732,122.74,67.47,6.86,Patna,Bihar
2733,2733,225.3,46.05,5.36,New Delhi,Delhi
2734,2734,293.37,78.68,3.25,Nagpur,Maharashtra
2735,2735,281.05,73.11,3.39,Kolkata,West Bengal
2736,2736,60.54,27.63,8.02,Siliguri,West Bengal
2737,2737,91.81,51.24,3.63,Delhi,Delhi
2738,2738,202.3,56.96,6.3,Ahmedabad,Gujarat
2739,2739,280.95,38.04,9.01,Bhopal,Madhya Pradesh
2740,2740,88.9,23.83,5.86,Hyderabad,Telangana
2741,2741,130.52,55.79,6.98,Siliguri,West Bengal
2742,2742,138.84,41.97,2.82,Coimbatore,Tamil Nadu
2743,2743,298.81,32.11,3.51,Chandigarh,Chandigarh
2744,2744,151.96,40.82,5.63,New Delhi,Delhi
2745,2745,70.07,20.2,3.34,Delhi,Delhi
2746,2746,111.35,58.64,9.46,Delhi,Delhi
2747,2747,139.11,32.61,8.22,Chandigarh,Chandigarh
2748,2748,94.64,38.08,7.9,Guwahati,Assam
2749,2749,256.13,40.15,7.41,Lucknow,Uttar Pradesh
2750,2750,238.63,47.24,6.51,Indore,Madhya Pradesh
2751,2751,204.61,73.13,9.76,Warangal,Telangana
2752,2752,140.5,42.3,4.29,Chandigarh,Chandigarh
2753,2753,205.81,31.54,4.73,Warangal,Telangana
2754,2754,282.99,40.38,9.72,Thiruvananthapuram,Kerala
2755,2755,65.79,31.74,9.88,Kochi,Kerala
2756,2756,154.99,70.99,9.52,Warangal,Telangana
2757,2757,288.21,63.43,7.12,Siliguri,West Bengal
2758,2758,293.03,35.35,2.82,Bhubaneswar,Odisha
2759,2759,168.96,39.25,9.13,Surat,Gujarat
2760,2760,186.39,59.87,2.61,Bengaluru,Karnataka
2761,2761,254.81,29.74,9.12,Bhopal,Madhya Pradesh
2762,2762,102.41,40.3,4.91,Chennai,Tamil Nadu
2763,2763,74.13,68.79,6.77,Kochi,Kerala
2764,2764,84.1,29.2,4.84,Pune,Maharashtra
2765,2765,74.68,78.57,9.48,Nagpur,Maharashtra
2766,2766,254.71,57.67,5.3,New Delhi,Delhi
2767,2767,78.45,35.84,3.62,Pune,Maharashtra
2768,2768,76.6,58.76,4.13,Nashik,Maharashtra
2769,2769,258.68,43.57,6.35,Ahmedabad,Gujarat
2770,2770,173.44,50,2.26,Ranchi,Jharkhand
2771,2771,219.75,58.33,8.09,Jaipur,Rajasthan
2772,2772,102.01,45.36,4.39,Delhi,Delhi
2773,2773,276.59,62.38,5.15,Ahmedabad,Gujarat
2774,2774,138.83,36.12,6.89,Kanpur,Uttar Pradesh
2775,2775,101.91,63.04,8.58,Bengaluru,Karnataka
2776,2776,71.64,72.58,8.82,Coimbatore,Tamil Nadu
2777,2777,70.72,47.3,3.41,Nagpur,Maharashtra
2778,2778,138.5,40.44,3.1,Nagpur,Maharashtra
2779,2779,159.26,66.69,7.04,Ranchi,Jharkhand
2780,2780,269.87,72.73,4.64,Kolkata,West Bengal
2781,2781,55.48,60.55,3.86,Kochi,Kerala
2782,2782,177.21,78.69,6.8,Kanpur,Uttar Pradesh
2783,2783,53.11,61.75,5.49,Coimbatore,Tamil Nadu
2784,2784,192.38,56.4,3.74,Dehradun,Uttarakhand
2785,2785,299.64,79.89,2.99,Udaipur,Rajasthan
2786,2786,190.49,69.08,7.46,Thiruvananthapuram,Kerala
2787,2787,147.19,30.4,9.71,Udaipur,Rajasthan
2788,2788,199.66,59.73,2.29,Nagpur,Maharashtra
2789,2789,72.76,40.21,5.96,Kolkata,West Bengal
2790,2790,179.93,43.79,3.74,Kanpur,Uttar Pradesh
2791,2791,102.69,32.26,3.33,Kolkata,West Bengal
2792,2792,58.57,50.28,8.52,Thiruvananthapuram,Kerala
2793,2793,152.1,46.07,5.46,Thiruvananthapuram,Kerala
2794,2794,253.36,70,4.15,Ranchi,Jharkhand
2795,2795,72.22,29.69,2.54,Mumbai,Maharashtra
2796,2796,138.63,70.9,2.67,Delhi,Delhi
2797,2797,260.59,32.4,6.91,Lucknow,Uttar Pradesh
2798,2798,233.51,61.06,4.32,Hyderabad,Telangana
2799,2799,69.54,40.39,5.51,Jaipur,Rajasthan
2800,2800,215.75,75.93,7.44,Ahmedabad,Gujarat
2801,2801,165.24,54.4,2.33,Dehradun,Uttarakhand
2802,2802,187,56.59,6.86,Ranchi,Jharkhand
2803,2803,266.91,37.96,4.05,Kochi,Kerala
2804,2804,97.09,35.7,4.21,Dehradun,Uttarakhand
2805,2805,91.77,26.09,4.76,Shimla,Himachal Pradesh
2806,2806,61.34,28.34,9.75,Delhi,Delhi
2807,2807,239.15,73.72,2.86,Chennai,Tamil Nadu
2808,2808,220.53,22.87,6.59,Ranchi,Jharkhand
2809,2809,129.24,67.89,4.42,Patna,Bihar
2810,2810,122.95,41.5,2.48,Nashik,Maharashtra
2811,2811,53.57,24.75,3.94,Siliguri,West Bengal
2812,2812,169.8,36.37,3.29,Thiruvananthapuram,Kerala
2813,2813,277.22,67.02,4.04,Guwahati,Assam
2814,2814,92.94,44.72,5.62,Jaipur,Rajasthan
2815,2815,223.02,61.36,7.59,Lucknow,Uttar Pradesh
2816,2816,121.35,32.71,9.43,Pune,Maharashtra
2817,2817,53.28,37.35,4.03,Dehradun,Uttarakhand
2818,2818,163.39,62.47,4.21,Mumbai,Maharashtra
2819,2819,218.17,75.75,7.59,Bhopal,Madhya Pradesh
2820,2820,181.98,40.25,7.01,Guwahati,Assam
2821,2821,248.37,76.82,5.46,Bhopal,Madhya Pradesh
2822,2822,54.79,25.87,7.18,Mysuru,Karnataka
2823,2823,91.37,38.4,9.84,New Delhi,Delhi
2824,2824,147.45,76.14,9.07,Surat,Gujarat
2825,2825,201.36,49.29,3.29,Mysuru,Karnataka
2826,2826,196.73,20.92,5.48,Bhubaneswar,Odisha
2827,2827,139.49,74.83,8.65,Mysuru,Karnataka
2828,2828,205.69,24.49,4.73,Warangal,Telangana
2829,2829,108.93,46.39,3.08,Chennai,Tamil Nadu
2830,2830,273.83,34.35,6.79,Hyderabad,Telangana
2831,2831,182.85,23.09,9.18,Lucknow,Uttar Pradesh
2832,2832,166.93,48.72,4.76,Siliguri,West Bengal
2833,2833,95.02,42.07,5.74,Siliguri,West Bengal
2834,2834,84.59,61.08,4.59,Ahmedabad,Gujarat
2835,2835,106.79,20.44,9.4,Bhopal,Madhya Pradesh
2836,2836,134.17,42.97,9.3,Lucknow,Uttar Pradesh
2837,2837,117.9,65.81,9.33,Nashik,Maharashtra
2838,2838,97.71,74.37,2.56,Dehradun,Uttarakhand
2839,2839,139.2,55.69,6.03,Coimbatore,Tamil Nadu
2840,2840,296.73,65.03,7.54,Lucknow,Uttar Pradesh
2841,2841,85.25,59.36,3.58,Coimbatore,Tamil Nadu
2842,2842,125.66,32.74,6.74,Kochi,Kerala
2843,2843,299.2,58.52,7.23,Shimla,Himachal Pradesh
2844,2844,222.86,27.05,2.61,Ahmedabad,Gujarat
2845,2845,210.15,31.76,8.56,Shimla,Himachal Pradesh
2846,2846,158.03,25.28,5.21,Kochi,Kerala
2847,2847,270.42,62.35,4.63,Nashik,Maharashtra
2848,2848,131.21,31.03,8.04,Lucknow,Uttar Pradesh
2849,2849,103.14,72.88,7.5,Coimbatore,Tamil Nadu
2850,2850,177.88,39.26,3.5,Hyderabad,Telangana
2851,2851,240.56,54.09,7.7,Udaipur,Rajasthan
2852,2852,138.82,46.29,4.52,Bhubaneswar,Odisha
2853,2853,299.63,33.27,3.41,Jaipur,Rajasthan
2854,2854,50.03,61,4.35,Nashik,Maharashtra
2855,2855,122.11,28.62,9.44,Shimla,Himachal Pradesh
2856,2856,130.87,22.45,4.47,Kolkata,West Bengal
2857,2857,175.76,20.5,9.57,Kanpur,Uttar Pradesh
2858,2858,53.63,43.99,3.13,Kolkata,West Bengal
2859,2859,289.66,59.04,6.57,Ahmedabad,Gujarat
2860,2860,75.55,20.99,4.77,Delhi,Delhi
2861,2861,287.14,57.71,3.61,Chandigarh,Chandigarh
2862,2862,283.58,30.03,9.46,Shimla,Himachal Pradesh
2863,2863,96.87,72.42,9.58,Ahmedabad,Gujarat
2864,2864,221.05,76.47,3.62,Patna,Bihar
2865,2865,154.54,58.87,8.14,Indore,Madhya Pradesh
