material_id,material_name,category
1733,Industrial Adhesive,Textile
1734,Latex Compound,Chemical
1735,Concrete Additive,Packaging
1736,Powder Coating Material,Packaging
1737,Lubricating Oil,Textile
1738,Microcontroller Chip,Plastic
1739,Timber Plank,Electronics
1740,Gypsum Powder,Construction
1741,Wooden Plywood Sheet,Metal
1742,Industrial Adhesive,Textile
1743,Electric Motor Coil,Textile
1744,HDPE Granules,Electronics
1745,Electric Motor Coil,Construction
1746,Epoxy Resin,Plastic
1747,Hydraulic Oil,Plastic
1748,Coolant Liquid,Packaging
1749,ABS Plastic Pellets,Construction
1750,Gravel Stone,Chemical
1751,Polycarbonate Sheet,Construction
1752,Gypsum Powder,Plastic
1753,Aluminum Sheet,Construction
1754,Thermal Insulation Wool,Packaging
1755,Microcontroller Chip,Packaging
1756,Lubricating Oil,Electronics
1757,Coolant Liquid,Electronics
1758,Aluminum Sheet,Textile
1759,Gypsum Powder,Electronics
1760,Latex Compound,Packaging
1761,Lithium Battery Cell,Packaging
1762,Synthetic Rubber Sheet,Electronics
1763,Sand Aggregate,Plastic
1764,Epoxy Resin,Metal
1765,Nylon Fiber,Metal
1766,Lithium Battery Cell,Construction
1767,Transformer Core,Metal
1768,Glass Fiber,Textile
1769,Denim Fabric,Metal
1770,Polycarbonate Sheet,Electronics
1771,Foam Padding,Metal
1772,Packaging Cardboard,Textile
1773,Copper Wire,Metal
1774,Polycarbonate Sheet,Packaging
1775,Iron Ore,Packaging
1776,Hydraulic Oil,Chemical
1777,Foam Padding,Chemical
1778,Packaging Cardboard,Packaging
1779,Textile Cotton Fiber,Chemical
1780,ABS Plastic Pellets,Chemical
1781,Rubber Gasket,Textile
1782,Aluminum Foil Roll,Chemical
1783,Industrial Adhesive,Metal
1784,Polycarbonate Sheet,Construction
1785,Industrial Grease,Electronics
1786,Coolant Liquid,Chemical
1787,Steel Rod,Chemical
1788,MDF Board,Metal
1789,Latex Compound,Construction
1790,Acrylic Paint,Packaging
1791,MDF Board,Metal
1792,Leather Sheet,Chemical
1793,Brass Pipe,Plastic
1794,Printed Circuit Board,Chemical
1795,PVC Pipe,Textile
1796,Copper Wire,Chemical
1797,Epoxy Resin,Construction
1798,Nylon Fiber,Chemical
1799,Plastic Packaging Film,Chemical
1800,Denim Fabric,Plastic
1801,Copper Wire,Electronics
1802,Concrete Additive,Packaging
1803,Packaging Cardboard,Plastic
1804,Wooden Plywood Sheet,Textile
1805,Concrete Additive,Plastic
1806,Industrial Grease,Metal
1807,Textile Cotton Fiber,Packaging
1808,Textile Cotton Fiber,Construction
1809,Polyester Yarn,Electronics
1810,Nylon Fiber,Plastic
1811,Rubber Gasket,Electronics
1812,Transformer Core,Chemical
1813,Thermal Insulation Wool,Plastic
1814,HDPE Granules,Packaging
1815,Leather Sheet,Metal
1816,Aluminum Sheet,Metal
1817,Sand Aggregate,Electronics
1818,Denim Fabric,Electronics
1819,LED Module,Textile
1820,Aluminum Foil Roll,Metal
1821,Powder Coating Material,Chemical
1822,Rubber Gasket,Plastic
1823,Tempered Glass Panel,Metal
1824,Stainless Steel Bolt,Packaging
1825,Silicone Sealant,Textile
1826,Steel Rod,Electronics
1827,ABS Plastic Pellets,Construction
1828,Tempered Glass Panel,Textile
1829,Acrylic Paint,Plastic
1830,Corrugated Box,Electronics
1831,Industrial Adhesive,Metal
1832,Acrylic Paint,Packaging
1833,Leather Sheet,Textile
1834,Thermal Insulation Wool,Plastic
1835,Textile Cotton Fiber,Construction
1836,Powder Coating Material,Plastic
1837,Textile Cotton Fiber,Plastic
1838,Leather Sheet,Construction
1839,Concrete Additive,Plastic
1840,Ceramic Insulator,Packaging
1841,MDF Board,Construction
1842,Cement Bag,Plastic
1843,Transformer Core,Electronics
1844,Copper Wire,Chemical
1845,Leather Sheet,Textile
1846,Corrugated Box,Textile
1847,Wooden Plywood Sheet,Construction
1848,Electric Motor Coil,Chemical
1849,Transformer Core,Metal
1850,Copper Wire,Construction
1851,Hydraulic Oil,Packaging
1852,MDF Board,Metal
1853,Acrylic Paint,Chemical
1854,Timber Plank,Textile
1855,Microcontroller Chip,Construction
1856,HDPE Granules,Chemical
1857,Epoxy Resin,Electronics
1858,Tempered Glass Panel,Textile
1859,Textile Cotton Fiber,Packaging
1860,Concrete Additive,Chemical
1861,Synthetic Rubber Sheet,Packaging
1862,Concrete Additive,Chemical
1863,Microcontroller Chip,Metal
1864,Foam Padding,Packaging
1865,Tempered Glass Panel,Packaging
1866,Concrete Additive,Packaging
1867,LED Module,Textile
1868,Epoxy Resin,Packaging
1869,ABS Plastic Pellets,Chemical
1870,LED Module,Metal
1871,Timber Plank,Plastic
1872,Acrylic Paint,Packaging
1873,Copper Wire,Chemical
1874,Steel Rod,Construction
1875,Aluminum Foil Roll,Chemical
1876,Foam Padding,Plastic
1877,ABS Plastic Pellets,Metal
1878,PVC Pipe,Chemical
1879,Rubber Gasket,Textile
1880,Cement Bag,Textile
1881,Paint Pigment,Packaging
1882,Synthetic Rubber Sheet,Electronics
1883,Lithium Battery Cell,Metal
1884,ABS Plastic Pellets,Plastic
1885,Industrial Adhesive,Electronics
1886,Plastic Packaging Film,Construction
1887,Polyester Yarn,Electronics
1888,Aluminum Foil Roll,Textile
1889,Polycarbonate Sheet,Electronics
1890,ABS Plastic Pellets,Plastic
1891,HDPE Granules,Construction
1892,Lithium Battery Cell,Chemical
1893,Polycarbonate Sheet,Electronics
1894,Iron Ore,Textile
1895,Microcontroller Chip,Electronics
1896,PVC Pipe,Packaging
1897,Corrugated Box,Plastic
1898,Electric Motor Coil,Plastic
1899,Packaging Cardboard,Construction
1900,Textile Cotton Fiber,Construction
1901,Timber Plank,Metal
1902,Steel Rod,Chemical
1903,Copper Wire,Electronics
1904,Gravel Stone,Metal
1905,Paint Pigment,Chemical
1906,Steel Rod,Textile
1907,Nylon Fiber,Packaging
1908,PVC Pipe,Construction
1909,Latex Compound,Textile
1910,Wooden Plywood Sheet,Construction
1911,Wooden Plywood Sheet,Textile
1912,Sand Aggregate,Construction
1913,Microcontroller Chip,Metal
1914,Stainless Steel Bolt,Packaging
1915,Electric Motor Coil,Textile
1916,Denim Fabric,Chemical
1917,Steel Rod,Textile
1918,MDF Board,Metal
1919,Gravel Stone,Textile
1920,Iron Ore,Chemical
1921,Electric Motor Coil,Textile
1922,Sand Aggregate,Packaging
1923,Gravel Stone,Construction
1924,Transformer Core,Construction
1925,Stainless Steel Bolt,Electronics
1926,Plastic Packaging Film,Textile
1927,Leather Sheet,Electronics
1928,Silicone Sealant,Packaging
1929,Hydraulic Oil,Metal
1930,Epoxy Resin,Plastic
1931,Printed Circuit Board,Textile
1932,Foam Padding,Electronics
1933,Polyester Yarn,Electronics
1934,Latex Compound,Plastic
1935,MDF Board,Electronics
1936,Timber Plank,Metal
1937,Packaging Cardboard,Textile
1938,Ceramic Insulator,Plastic
1939,Silicone Sealant,Electronics
1940,Steel Rod,Textile
1941,Sand Aggregate,Packaging
1942,Textile Cotton Fiber,Packaging
1943,Sand Aggregate,Packaging
1944,Textile Cotton Fiber,Plastic
1945,Nylon Fiber,Packaging
1946,Polyester Yarn,Electronics
1947,Hydraulic Oil,Metal
1948,Synthetic Rubber Sheet,Electronics
1949,Leather Sheet,Packaging
1950,Microcontroller Chip,Chemical
1951,Hydraulic Oil,Chemical
1952,Thermal Insulation Wool,Metal
1953,Textile Cotton Fiber,Chemical
1954,Industrial Adhesive,Chemical
1955,Tempered Glass Panel,Construction
1956,Electric Motor Coil,Construction
1957,Copper Wire,Chemical
1958,Leather Sheet,Plastic
1959,Industrial Grease,Construction
1960,Glass Fiber,Chemical
1961,Transformer Core,Textile
1962,Glass Fiber,Chemical
1963,Gypsum Powder,Chemical
1964,Electric Motor Coil,Textile
1965,Synthetic Rubber Sheet,Chemical
1966,Gypsum Powder,Packaging
1967,Nylon Fiber,Chemical
1968,Industrial Grease,Packaging
1969,Plastic Packaging Film,Metal
1970,Latex Compound,Construction
1971,Microcontroller Chip,Construction
1972,Glass Fiber,Plastic
1973,Coolant Liquid,Electronics
1974,Thermal Insulation Wool,Chemical
1975,Epoxy Resin,Construction
1976,Iron Ore,Chemical
1977,Gypsum Powder,Textile
1978,Coolant Liquid,Construction
1979,Polyester Yarn,Metal
1980,Tempered Glass Panel,Chemical
1981,Silicone Sealant,Construction
1982,Concrete Additive,Plastic
1983,Transformer Core,Metal
1984,Ceramic Insulator,Metal
1985,Powder Coating Material,Packaging
1986,Latex Compound,Packaging
1987,Concrete Additive,Plastic
1988,Industrial Grease,Construction
1989,Cement Bag,Metal
1990,PVC Pipe,Chemical
1991,Gypsum Powder,Packaging
1992,Aluminum Sheet,Construction
1993,Glass Fiber,Textile
1994,PVC Pipe,Packaging
1995,Printed Circuit Board,Metal
1996,Textile Cotton Fiber,Chemical
1997,Copper Wire,Metal
1998,Rubber Gasket,Plastic
1999,Microcontroller Chip,Electronics
2000,Lithium Battery Cell,Metal
2001,MDF Board,Construction
2002,Polycarbonate Sheet,Construction
2003,PVC Pipe,Chemical
2004,Gravel Stone,Textile
2005,Microcontroller Chip,Construction
2006,Transformer Core,Plastic
2007,ABS Plastic Pellets,Metal
2008,HDPE Granules,Construction
2009,Acrylic Paint,Construction
2010,PVC Pipe,Textile
2011,Lubricating Oil,Chemical
2012,MDF Board,Metal
2013,Sand Aggregate,Metal
2014,Coolant Liquid,Metal
2015,ABS Plastic Pellets,Plastic
2016,Microcontroller Chip,Construction
2017,Industrial Grease,Packaging
2018,Aluminum Foil Roll,Packaging
2019,Stainless Steel Bolt,Metal
2020,Nylon Fiber,Electronics
2021,Gypsum Powder,Construction
2022,Foam Padding,Textile
2023,Industrial Grease,Textile
2024,Ceramic Insulator,Metal
2025,Synthetic Rubber Sheet,Plastic
2026,Stainless Steel Bolt,Chemical
2027,Denim Fabric,Construction
2028,Powder Coating Material,Textile
2029,Aluminum Sheet,Construction
2030,Sand Aggregate,Electronics
2031,Cement Bag,Textile
2032,Silicone Sealant,Textile
2033,Corrugated Box,Construction
2034,Polyester Yarn,Textile
2035,Foam Padding,Packaging
2036,Industrial Grease,Plastic
2037,Acrylic Paint,Textile
2038,Aluminum Foil Roll,Plastic
2039,Coolant Liquid,Chemical
2040,Textile Cotton Fiber,Packaging
2041,Denim Fabric,Chemical
2042,Foam Padding,Packaging
2043,Hydraulic Oil,Textile
2044,Brass Pipe,Chemical
2045,Gravel Stone,Chemical
2046,Steel Rod,Plastic
2047,Wooden Plywood Sheet,Plastic
2048,Steel Rod,Electronics
2049,Thermal Insulation Wool,Plastic
2050,Polycarbonate Sheet,Metal
2051,Lubricating Oil,Plastic
2052,Aluminum Foil Roll,Construction
2053,Polycarbonate Sheet,Construction
2054,Industrial Adhesive,Construction
2055,Gypsum Powder,Electronics
2056,Lubricating Oil,Construction
2057,Industrial Grease,Textile
2058,Synthetic Rubber Sheet,Textile
2059,Wooden Plywood Sheet,Plastic
2060,Lithium Battery Cell,Electronics
2061,Polycarbonate Sheet,Plastic
2062,MDF Board,Textile
2063,Iron Ore,Textile
2064,Steel Rod,Packaging
2065,Sand Aggregate,Plastic
2066,Gypsum Powder,Chemical
2067,Foam Padding,Electronics
2068,Powder Coating Material,Construction
2069,Ceramic Insulator,Electronics
2070,Denim Fabric,Textile
2071,ABS Plastic Pellets,Metal
2072,Gravel Stone,Construction
2073,Wooden Plywood Sheet,Electronics
2074,Corrugated Box,Packaging
2075,Glass Fiber,Construction
2076,Corrugated Box,Textile
2077,Sand Aggregate,Construction
2078,Ceramic Insulator,Metal
2079,Foam Padding,Packaging
2080,Foam Padding,Plastic
2081,Sand Aggregate,Construction
2082,Electric Motor Coil,Metal
2083,Coolant Liquid,Chemical
2084,Paint Pigment,Electronics
2085,Rubber Gasket,Plastic
2086,Denim Fabric,Packaging
2087,Coolant Liquid,Packaging
2088,Cement Bag,Metal
2089,Gypsum Powder,Chemical
2090,Iron Ore,Construction
2091,Aluminum Sheet,Electronics
2092,Lithium Battery Cell,Plastic
2093,Denim Fabric,Electronics
2094,Epoxy Resin,Plastic
2095,Steel Rod,Textile
2096,Polyester Yarn,Textile
2097,Corrugated Box,Textile
2098,Cement Bag,Chemical
2099,MDF Board,Metal
2100,Paint Pigment,Electronics
2101,Rubber Gasket,Construction
2102,Latex Compound,Chemical
2103,Gypsum Powder,Metal
2104,Polyester Yarn,Plastic
2105,Electric Motor Coil,Metal
2106,Lubricating Oil,Textile
2107,Aluminum Sheet,Plastic
2108,Industrial Adhesive,Textile
2109,Timber Plank,Textile
2110,Copper Wire,Textile
2111,Glass Fiber,Packaging
2112,Industrial Adhesive,Packaging
2113,Latex Compound,Metal
2114,Powder Coating Material,Plastic
2115,Aluminum Sheet,Chemical
2116,Aluminum Sheet,Construction
2117,Microcontroller Chip,Plastic
2118,Hydraulic Oil,Chemical
2119,Denim Fabric,Plastic
2120,Cement Bag,Plastic
2121,Rubber Gasket,Metal
2122,MDF Board,Textile
2123,Lubricating Oil,Electronics
2124,Thermal Insulation Wool,Packaging
2125,Cement Bag,Plastic
2126,ABS Plastic Pellets,Textile
2127,Leather Sheet,Electronics
2128,LED Module,Textile
2129,Thermal Insulation Wool,Packaging
2130,Lithium Battery Cell,Textile
2131,Paint Pigment,Construction
2132,Glass Fiber,Chemical
2133,Sand Aggregate,Metal
2134,Tempered Glass Panel,Metal
2135,Foam Padding,Packaging
2136,Leather Sheet,Construction
2137,Rubber Gasket,Chemical
2138,Lubricating Oil,Chemical
2139,Silicone Sealant,Plastic
2140,Coolant Liquid,Metal
2141,Steel Rod,Construction
2142,Latex Compound,Metal
2143,Thermal Insulation Wool,Metal
2144,Brass Pipe,Metal
2145,Leather Sheet,Packaging
2146,LED Module,Electronics
2147,Brass Pipe,Chemical
2148,Microcontroller Chip,Packaging
2149,Microcontroller Chip,Electronics
2150,MDF Board,Electronics
2151,Coolant Liquid,Construction
2152,HDPE Granules,Textile
2153,Ceramic Insulator,Metal
2154,Paint Pigment,Construction
2155,Wooden Plywood Sheet,Electronics
2156,Gravel Stone,Metal
2157,Transformer Core,Packaging
2158,ABS Plastic Pellets,Chemical
2159,Epoxy Resin,Electronics
2160,HDPE Granules,Construction
2161,HDPE Granules,Packaging
2162,Electric Motor Coil,Packaging
2163,Iron Ore,Textile
2164,Gravel Stone,Electronics
2165,Industrial Adhesive,Construction
2166,Glass Fiber,Textile
2167,Timber Plank,Chemical
2168,Electric Motor Coil,Textile
2169,Steel Rod,Packaging
2170,Cement Bag,Textile
2171,Corrugated Box,Plastic
2172,Rubber Gasket,Chemical
2173,Steel Rod,Chemical
2174,Brass Pipe,Plastic
2175,Transformer Core,Metal
2176,Brass Pipe,Chemical
2177,Rubber Gasket,Chemical
2178,Aluminum Foil Roll,Plastic
2179,Paint Pigment,Textile
2180,Industrial Grease,Textile
2181,Timber Plank,Chemical
2182,Sand Aggregate,Packaging
2183,Nylon Fiber,Construction
2184,Cement Bag,Packaging
2185,Transformer Core,Electronics
2186,Synthetic Rubber Sheet,Plastic
2187,Sand Aggregate,Packaging
2188,Steel Rod,Plastic
2189,Microcontroller Chip,Packaging
2190,Hydraulic Oil,Chemical
2191,Leather Sheet,Chemical
2192,Latex Compound,Construction
2193,Glass Fiber,Chemical
2194,HDPE Granules,Chemical
2195,Silicone Sealant,Plastic
2196,Glass Fiber,Metal
2197,Acrylic Paint,Packaging
2198,PVC Pipe,Chemical
2199,Foam Padding,Chemical
2200,Thermal Insulation Wool,Construction
2201,Iron Ore,Packaging
2202,Ceramic Insulator,Metal
2203,Stainless Steel Bolt,Textile
2204,Hydraulic Oil,Plastic
2205,Foam Padding,Plastic
2206,Ceramic Insulator,Packaging
2207,Polycarbonate Sheet,Construction
2208,Thermal Insulation Wool,Chemical
2209,ABS Plastic Pellets,Chemical
2210,Thermal Insulation Wool,Textile
2211,Gravel Stone,Electronics
2212,Packaging Cardboard,Chemical
2213,Epoxy Resin,Textile
2214,Foam Padding,Plastic
2215,Polycarbonate Sheet,Packaging
2216,Wooden Plywood Sheet,Construction
2217,Aluminum Foil Roll,Textile
2218,Lubricating Oil,Construction
2219,Sand Aggregate,Construction
2220,Synthetic Rubber Sheet,Plastic
2221,Aluminum Sheet,Chemical
2222,Lithium Battery Cell,Textile
2223,Corrugated Box,Chemical
2224,Rubber Gasket,Plastic
2225,Gypsum Powder,Metal
2226,Nylon Fiber,Construction
2227,ABS Plastic Pellets,Electronics
2228,Timber Plank,Metal
2229,Transformer Core,Packaging
2230,Rubber Gasket,Textile
2231,Coolant Liquid,Chemical
2232,Printed Circuit Board,Electronics
2233,ABS Plastic Pellets,Metal
2234,Printed Circuit Board,Construction
2235,Thermal Insulation Wool,Electronics
2236,HDPE Granules,Chemical
2237,Timber Plank,Textile
2238,Nylon Fiber,Electronics
2239,Printed Circuit Board,Metal
2240,Hydraulic Oil,Textile
2241,Industrial Grease,Construction
2242,Gypsum Powder,Plastic
2243,Copper Wire,Metal
2244,Wooden Plywood Sheet,Chemical
2245,Copper Wire,Textile
2246,Industrial Adhesive,Metal
2247,Gypsum Powder,Electronics
2248,Leather Sheet,Chemical
2249,Stainless Steel Bolt,Plastic
2250,Thermal Insulation Wool,Textile
2251,ABS Plastic Pellets,Electronics
2252,Microcontroller Chip,Construction
2253,Brass Pipe,Electronics
2254,ABS Plastic Pellets,Construction
2255,Cement Bag,Packaging
2256,Tempered Glass Panel,Chemical
2257,Steel Rod,Electronics
2258,Nylon Fiber,Chemical
2259,Foam Padding,Construction
2260,Industrial Grease,Plastic
2261,Tempered Glass Panel,Metal
2262,LED Module,Construction
2263,MDF Board,Metal
2264,Stainless Steel Bolt,Metal
2265,Polyester Yarn,Packaging
2266,Microcontroller Chip,Textile
2267,Gypsum Powder,Construction
2268,Wooden Plywood Sheet,Textile
2269,ABS Plastic Pellets,Packaging
2270,Electric Motor Coil,Metal
2271,Lithium Battery Cell,Plastic
2272,Hydraulic Oil,Construction
2273,Glass Fiber,Metal
2274,PVC Pipe,Metal
2275,Foam Padding,Electronics
2276,Lithium Battery Cell,Chemical
2277,Polyester Yarn,Electronics
2278,Ceramic Insulator,Packaging
2279,Concrete Additive,Chemical
2280,Lithium Battery Cell,Construction
2281,Glass Fiber,Metal
2282,Synthetic Rubber Sheet,Construction
2283,Thermal Insulation Wool,Metal
2284,Denim Fabric,Textile
2285,Powder Coating Material,Packaging
2286,Steel Rod,Textile
2287,Latex Compound,Textile
2288,Steel Rod,Metal
2289,Aluminum Foil Roll,Textile
2290,Corrugated Box,Metal
2291,Textile Cotton Fiber,Construction
2292,Powder Coating Material,Electronics
2293,Corrugated Box,Textile
2294,Gravel Stone,Plastic
2295,Industrial Adhesive,Construction
2296,Nylon Fiber,Electronics
2297,Cement Bag,Electronics
2298,Corrugated Box,Construction
2299,Latex Compound,Plastic
2300,Transformer Core,Chemical
2301,Paint Pigment,Packaging
2302,MDF Board,Metal
2303,Concrete Additive,Chemical
2304,Industrial Adhesive,Packaging
2305,Sand Aggregate,Packaging
2306,Tempered Glass Panel,Metal
2307,Latex Compound,Textile
2308,Foam Padding,Metal
2309,Stainless Steel Bolt,Packaging
2310,HDPE Granules,Chemical
2311,Ceramic Insulator,Chemical
2312,Steel Rod,Packaging
2313,Lithium Battery Cell,Electronics
2314,Corrugated Box,Plastic
2315,Latex Compound,Electronics
2316,Electric Motor Coil,Construction
2317,Leather Sheet,Plastic
2318,PVC Pipe,Electronics
2319,Packaging Cardboard,Metal
2320,Tempered Glass Panel,Textile
2321,PVC Pipe,Electronics
2322,Glass Fiber,Packaging
2323,Brass Pipe,Textile
2324,Acrylic Paint,Plastic
2325,Textile Cotton Fiber,Textile
2326,Aluminum Foil Roll,Construction
2327,Wooden Plywood Sheet,Construction
2328,Gravel Stone,Packaging
2329,Denim Fabric,Construction
2330,Nylon Fiber,Packaging
2331,Glass Fiber,Packaging
2332,Hydraulic Oil,Plastic
2333,Paint Pigment,Textile
2334,HDPE Granules,Textile
2335,Gypsum Powder,Electronics
2336,Timber Plank,Chemical
2337,Synthetic Rubber Sheet,Chemical
2338,Powder Coating Material,Packaging
2339,Electric Motor Coil,Textile
2340,Iron Ore,Construction
2341,Glass Fiber,Metal
2342,Acrylic Paint,Construction
2343,Industrial Adhesive,Plastic
2344,Steel Rod,Packaging
2345,Plastic Packaging Film,Chemical
2346,Stainless Steel Bolt,Construction
2347,Silicone Sealant,Textile
2348,Synthetic Rubber Sheet,Plastic
2349,Silicone Sealant,Textile
2350,Cement Bag,Construction
2351,Thermal Insulation Wool,Textile
2352,Gypsum Powder,Electronics
2353,Stainless Steel Bolt,Chemical
2354,Leather Sheet,Electronics
2355,Coolant Liquid,Electronics
2356,Aluminum Foil Roll,Chemical
2357,Thermal Insulation Wool,Construction
2358,Iron Ore,Electronics
2359,Acrylic Paint,Metal
2360,Steel Rod,Electronics
2361,Synthetic Rubber Sheet,Packaging
2362,Iron Ore,Chemical
2363,PVC Pipe,Textile
2364,Industrial Adhesive,Construction
2365,Brass Pipe,Packaging
2366,Microcontroller Chip,Textile
2367,HDPE Granules,Construction
2368,Industrial Adhesive,Construction
2369,Polycarbonate Sheet,Chemical
2370,Polyester Yarn,Packaging
2371,HDPE Granules,Electronics
2372,Gravel Stone,Construction
2373,Cement Bag,Chemical
2374,LED Module,Packaging
2375,Epoxy Resin,Construction
2376,Steel Rod,Plastic
2377,Leather Sheet,Electronics
2378,Aluminum Foil Roll,Metal
2379,Textile Cotton Fiber,Plastic
2380,Polycarbonate Sheet,Plastic
2381,Industrial Grease,Metal
2382,Industrial Grease,Metal
2383,Wooden Plywood Sheet,Construction
2384,Concrete Additive,Packaging
2385,Acrylic Paint,Packaging
2386,Industrial Grease,Construction
2387,Acrylic Paint,Textile
2388,Foam Padding,Metal
2389,Silicone Sealant,Packaging
2390,Stainless Steel Bolt,Electronics
2391,MDF Board,Textile
2392,Packaging Cardboard,Metal
2393,Aluminum Sheet,Construction
2394,Packaging Cardboard,Electronics
2395,Microcontroller Chip,Textile
2396,Aluminum Sheet,Chemical
2397,Lithium Battery Cell,Electronics
2398,Aluminum Foil Roll,Electronics
2399,Ceramic Insulator,Plastic
2400,Gypsum Powder,Chemical
2401,Stainless Steel Bolt,Electronics
2402,Wooden Plywood Sheet,Metal
2403,Coolant Liquid,Textile
2404,Leather Sheet,Textile
2405,Brass Pipe,Construction
2406,Powder Coating Material,Construction
2407,Timber Plank,Electronics
2408,Ceramic Insulator,Chemical
2409,Denim Fabric,Metal
2410,Industrial Grease,Textile
2411,Transformer Core,Plastic
2412,Brass Pipe,Textile
2413,Packaging Cardboard,Packaging
2414,Gravel Stone,Plastic
2415,Glass Fiber,Packaging
2416,Aluminum Sheet,Metal
2417,Foam Padding,Electronics
2418,Packaging Cardboard,Plastic
2419,Textile Cotton Fiber,Metal
2420,Foam Padding,Metal
2421,Steel Rod,Metal
2422,Coolant Liquid,Construction
2423,Industrial Adhesive,Metal
2424,Printed Circuit Board,Packaging
2425,Iron Ore,Electronics
2426,Acrylic Paint,Construction
2427,Aluminum Sheet,Packaging
2428,Gravel Stone,Metal
2429,Gypsum Powder,Packaging
2430,ABS Plastic Pellets,Plastic
2431,Denim Fabric,Metal
2432,Coolant Liquid,Chemical
2433,Hydraulic Oil,Construction
2434,Brass Pipe,Plastic
2435,Tempered Glass Panel,Chemical
2436,Thermal Insulation Wool,Electronics
2437,Ceramic Insulator,Packaging
2438,Acrylic Paint,Electronics
2439,Microcontroller Chip,Packaging
2440,Industrial Grease,Electronics
2441,Sand Aggregate,Metal
2442,Timber Plank,Plastic
2443,Steel Rod,Packaging
2444,PVC Pipe,Metal
2445,Transformer Core,Packaging
2446,ABS Plastic Pellets,Plastic
2447,HDPE Granules,Packaging
2448,ABS Plastic Pellets,Construction
2449,Ceramic Insulator,Plastic
2450,Latex Compound,Chemical
2451,Denim Fabric,Construction
2452,Powder Coating Material,Metal
2453,Stainless Steel Bolt,Textile
2454,Paint Pigment,Textile
2455,Iron Ore,Textile
2456,Epoxy Resin,Chemical
2457,Silicone Sealant,Construction
2458,MDF Board,Chemical
2459,Wooden Plywood Sheet,Chemical
2460,ABS Plastic Pellets,Metal
2461,Synthetic Rubber Sheet,Textile
2462,Gypsum Powder,Packaging
2463,Iron Ore,Electronics
2464,Packaging Cardboard,Electronics
2465,Aluminum Sheet,Construction
2466,Tempered Glass Panel,Construction
2467,Leather Sheet,Electronics
2468,Rubber Gasket,Electronics
2469,ABS Plastic Pellets,Electronics
2470,Rubber Gasket,Construction
2471,Gypsum Powder,Textile
2472,Acrylic Paint,Construction
2473,PVC Pipe,Plastic
2474,Wooden Plywood Sheet,Textile
2475,Hydraulic Oil,Plastic
2476,Sand Aggregate,Packaging
2477,Thermal Insulation Wool,Construction
2478,Plastic Packaging Film,Construction
2479,Denim Fabric,Textile
2480,Thermal Insulation Wool,Chemical
2481,HDPE Granules,Packaging
2482,Coolant Liquid,Metal
2483,Tempered Glass Panel,Metal
2484,Iron Ore,Electronics
2485,Tempered Glass Panel,Construction
2486,Iron Ore,Textile
2487,HDPE Granules,Packaging
2488,Coolant Liquid,Textile
2489,Iron Ore,Textile
2490,Foam Padding,Metal
2491,Hydraulic Oil,Construction
2492,Latex Compound,Plastic
2493,HDPE Granules,Packaging
2494,Latex Compound,Chemical
2495,Denim Fabric,Construction
2496,Thermal Insulation Wool,Chemical
2497,PVC Pipe,Packaging
2498,Microcontroller Chip,Electronics
2499,ABS Plastic Pellets,Electronics
2500,Electric Motor Coil,Packaging
2501,Rubber Gasket,Chemical
2502,Lithium Battery Cell,Construction
2503,Transformer Core,Construction
2504,Polyester Yarn,Packaging
2505,PVC Pipe,Packaging
2506,Glass Fiber,Chemical
2507,Aluminum Sheet,Textile
2508,Lithium Battery Cell,Packaging
2509,Epoxy Resin,Plastic
2510,Cement Bag,Metal
2511,Packaging Cardboard,Electronics
2512,Rubber Gasket,Packaging
2513,Polycarbonate Sheet,Plastic
2514,Synthetic Rubber Sheet,Plastic
2515,Acrylic Paint,Metal
2516,Leather Sheet,Packaging
2517,Concrete Additive,Plastic
2518,Wooden Plywood Sheet,Chemical
2519,Aluminum Sheet,Plastic
2520,Latex Compound,Chemical
2521,Acrylic Paint,Electronics
2522,Sand Aggregate,Chemical
2523,Nylon Fiber,Chemical
2524,Gypsum Powder,Construction
2525,HDPE Granules,Construction
2526,Paint Pigment,Textile
2527,Transformer Core,Chemical
2528,MDF Board,Plastic
2529,Steel Rod,Metal
2530,Plastic Packaging Film,Chemical
2531,Aluminum Sheet,Chemical
2532,Lithium Battery Cell,Metal
2533,Industrial Grease,Packaging
2534,Acrylic Paint,Metal
2535,Textile Cotton Fiber,Construction
2536,Iron Ore,Metal
2537,Corrugated Box,Plastic
2538,Powder Coating Material,Packaging
2539,Gravel Stone,Metal
2540,Leather Sheet,Plastic
2541,Silicone Sealant,Textile
2542,Lithium Battery Cell,Construction
2543,Corrugated Box,Construction
2544,Timber Plank,Plastic
2545,Coolant Liquid,Chemical
2546,Brass Pipe,Chemical
2547,MDF Board,Construction
2548,Cement Bag,Packaging
2549,Powder Coating Material,Electronics
2550,Copper Wire,Electronics
2551,Rubber Gasket,Chemical
2552,Gravel Stone,Packaging
2553,Brass Pipe,Metal
2554,Copper Wire,Metal
2555,Transformer Core,Electronics
2556,Cement Bag,Metal
2557,Aluminum Foil Roll,Textile
2558,PVC Pipe,Chemical
2559,Transformer Core,Packaging
2560,LED Module,Plastic
2561,Rubber Gasket,Packaging
2562,Thermal Insulation Wool,Chemical
2563,ABS Plastic Pellets,Plastic
2564,Brass Pipe,Metal
2565,Packaging Cardboard,Textile
2566,Lubricating Oil,Electronics
2567,Packaging Cardboard,Plastic
2568,Textile Cotton Fiber,Plastic
2569,Plastic Packaging Film,Metal
