po_id,vendor_id,material_id,quantity_tons,price_per_ton,total_value,order_date
12373,3052,4159,9.03,693.72,6264.29,2024-05-20
12374,4550,1771,7.84,492.74,3863.08,2024-02-12
12375,3492,402,15.7,736.56,11563.99,2023-04-01
12376,4870,1258,22.29,551.34,12289.37,2023-08-23
12377,2195,4355,7.69,641.26,4931.29,2023-12-17
12378,3771,58,15.0,409.83,6147.45,2023-04-08
12379,4633,3542,12.3,783.42,9636.07,2024-05-23
12380,3960,1084,17.19,858.21,14752.63,2023-01-29
12381,4682,1071,17.35,560.24,9720.16,2023-02-17
12382,4504,2891,7.38,687.41,5073.09,2023-05-10
12383,4630,3687,9.77,773.02,7552.41,2023-01-04
12384,1620,3905,21.63,695.21,15037.39,2024-08-22
12385,845,2816,11.81,446.92,5278.13,2024-07-02
12386,3048,2644,24.29,728.98,17706.92,2023-05-08
12387,4951,3635,6.55,855.39,5602.8,2023-03-27
12388,159,3823,10.65,448.92,4781.0,2023-12-09
12389,907,2538,21.61,625.69,13521.16,2023-07-07
12390,1952,4775,10.98,836.42,9183.89,2024-02-26
12391,4926,654,8.17,428.17,3498.15,2024-06-13
12392,575,1457,23.51,492.64,11581.97,2023-11-04
12393,3849,3683,18.06,921.48,16641.93,2023-08-30
12394,3778,3933,20.19,737.46,14889.32,2023-06-25
12395,1567,2505,22.64,504.73,11427.09,2023-07-22
12396,2493,3789,17.59,555.56,9772.3,2024-06-15
12397,3084,2965,14.91,712.16,10618.31,2024-05-02
12398,2519,1826,7.21,892.4,6434.2,2024-06-14
12399,1284,4681,22.33,738.55,16491.82,2023-02-18
12400,4375,154,20.26,485.84,9843.12,2024-10-18
12401,4762,3431,10.94,525.81,5752.36,2023-02-21
12402,4650,2352,17.53,782.6,13718.98,2023-01-10
12403,2903,3957,17.03,601.37,10241.33,2023-08-22
12404,1375,3322,14.56,426.47,6209.4,2024-01-27
12405,1134,1032,18.89,931.4,17594.15,2024-01-10
12406,271,1809,10.23,442.27,4524.42,2024-02-27
12407,4878,693,20.64,488.56,10083.88,2023-10-02
12408,481,822,23.46,727.72,17072.31,2024-11-26
12409,891,932,11.64,630.06,7333.9,2024-04-16
12410,2546,540,8.69,459.37,3991.93,2023-09-22
12411,3450,4683,14.83,869.77,12898.69,2023-01-14
12412,4274,2179,22.58,730.48,16494.24,2023-05-09
12413,1782,2704,23.37,828.31,19357.6,2024-09-17
12414,3674,2509,15.55,792.18,12318.4,2023-06-17
12415,1986,2647,8.16,673.22,5493.48,2024-09-23
12416,3943,3905,13.35,599.26,8000.12,2023-03-26
12417,4876,163,24.66,499.52,12318.16,2023-06-22
12418,1340,2468,8.32,811.49,6751.6,2024-04-21
12419,2658,87,19.57,491.77,9623.94,2023-02-13
12420,4611,131,19.39,435.95,8453.07,2024-08-11
12421,456,3542,5.76,932.83,5373.1,2023-11-04
12422,2554,2467,21.85,593.95,12977.81,2023-05-30
12423,2662,2606,14.03,643.33,9025.92,2023-09-24
12424,2328,1443,18.17,381.5,6931.86,2024-10-18
12425,4037,4905,9.97,590.33,5885.59,2023-05-28
12426,3547,3629,19.48,799.96,15583.22,2024-01-08
12427,4677,1841,21.23,510.58,10839.61,2024-09-28
12428,4707,3279,8.93,923.57,8247.48,2024-08-24
12429,1737,4833,5.38,541.68,2914.24,2023-07-07
12430,1430,4206,20.82,763.33,15892.53,2024-04-25
12431,3742,1624,16.16,483.46,7812.71,2023-09-12
12432,808,1814,21.54,845.6,18214.22,2023-09-10
12433,2272,2789,5.39,638.84,3443.35,2023-09-12
12434,1706,414,17.58,852.95,14994.86,2023-07-05
12435,832,1465,24.72,603.86,14927.42,2023-06-06
12436,2077,178,10.86,635.39,6900.34,2024-10-10
12437,3758,1289,16.4,574.58,9423.11,2023-02-26
12438,2656,595,9.83,558.1,5486.12,2024-02-14
12439,1082,2676,5.96,499.12,2974.76,2023-04-09
12440,736,2996,21.38,642.48,13736.22,2024-01-01
12441,444,4815,11.49,865.52,9944.82,2023-10-01
12442,2240,1245,17.68,768.96,13595.21,2023-06-05
12443,2451,2793,22.91,840.69,19260.21,2024-02-07
12444,1281,3042,11.11,397.22,4413.11,2024-01-17
12445,1906,4184,22.12,428.96,9488.6,2023-02-06
12446,618,4804,23.83,812.42,19359.97,2023-04-04
12447,2829,175,21.89,843.38,18461.59,2023-12-24
12448,2541,2081,19.31,483.93,9344.69,2023-03-12
12449,902,2730,17.33,874.69,15158.38,2024-12-09
12450,2933,4065,14.94,803.87,12009.82,2023-05-05
12451,1890,1423,22.88,585.4,13393.95,2024-06-11
12452,2275,3356,17.64,428.88,7565.44,2023-09-09
12453,986,3363,5.35,820.3,4388.6,2023-05-18
12454,4395,2988,21.91,394.66,8647.0,2024-03-18
12455,7,3754,9.75,428.85,4181.29,2024-03-22
12456,2369,1261,23.79,537.6,12789.5,2023-02-26
12457,3158,4104,11.29,687.43,7761.08,2024-01-03
12458,3649,3774,18.35,602.02,11047.07,2023-03-21
12459,3461,197,11.12,761.5,8467.88,2024-06-01
12460,311,896,5.84,809.28,4726.2,2023-02-15
12461,3421,787,6.57,520.72,3421.13,2023-02-21
12462,3978,4207,19.65,709.94,13950.32,2024-06-21
12463,4866,1697,15.02,408.9,6141.68,2023-02-09
12464,3201,939,10.62,934.29,9922.16,2024-01-31
12465,933,3340,23.77,682.92,16233.01,2024-06-04
12466,2887,726,14.46,671.39,9708.3,2024-06-24
12467,3445,4882,21.35,561.93,11997.21,2023-02-16
12468,4844,3128,24.86,726.63,18064.02,2023-12-09
12469,4394,1314,24.87,805.25,20026.57,2024-01-25
12470,99,3926,14.57,664.4,9680.31,2023-06-09
12471,15,4539,19.29,443.96,8563.99,2023-04-25
12472,2379,3666,18.46,916.18,16912.68,2023-06-08
12473,2882,3441,17.65,624.86,11028.78,2023-10-17
12474,236,4371,5.35,659.46,3528.11,2023-08-16
12475,3633,4264,5.99,590.21,3535.36,2024-09-04
12476,3042,846,16.68,943.19,15732.41,2024-10-18
12477,4978,4495,10.11,936.17,9464.68,2023-07-29
12478,2132,3175,13.23,885.02,11708.81,2024-05-07
12479,3562,3105,10.27,371.19,3812.12,2024-06-23
12480,3053,561,15.3,600.71,9190.86,2024-07-28
12481,828,689,11.75,644.85,7576.99,2024-03-11
12482,2877,4978,11.09,608.66,6750.04,2024-01-10
12483,2488,2040,21.42,474.34,10160.36,2023-04-02
12484,3596,1717,15.08,899.66,13566.87,2024-08-25
12485,266,1104,23.64,359.75,8504.49,2023-12-24
12486,3511,2714,15.59,926.79,14448.66,2023-08-08
12487,3907,3950,9.8,631.84,6192.03,2023-09-05
12488,3101,4057,5.37,470.04,2524.11,2024-12-05
12489,1318,3406,16.14,414.96,6697.45,2023-04-21
12490,1260,104,12.42,678.5,8426.97,2023-04-16
12491,1135,3072,7.87,748.87,5893.61,2023-10-25
12492,474,2803,11.74,364.27,4276.53,2023-10-30
12493,299,4617,16.8,368.81,6196.01,2024-08-23
12494,4654,4064,23.37,855.76,19999.11,2024-02-16
12495,4178,3919,17.62,492.14,8671.51,2023-05-19
12496,1758,109,11.2,408.44,4574.53,2023-07-27
12497,2038,4311,20.97,813.16,17051.97,2023-08-14
12498,246,4754,20.45,385.66,7886.75,2023-03-23
12499,2517,1852,10.82,537.72,5818.13,2023-01-19
12500,2278,872,14.83,934.19,13854.04,2024-03-24
12501,3382,2574,24.83,689.84,17128.73,2023-10-05
12502,4195,4068,13.27,582.49,7729.64,2024-12-10
12503,4962,3094,8.89,409.87,3643.74,2023-06-10
12504,2682,3312,7.91,443.12,3505.08,2023-02-27
12505,307,1063,5.08,426.44,2166.32,2023-08-18
12506,3050,3132,22.93,522.18,11973.59,2024-04-24
12507,837,1512,14.03,858.8,12048.96,2024-01-04
12508,4620,357,6.58,571.38,3759.68,2023-09-26
12509,1360,4153,7.05,659.95,4652.65,2023-01-13
12510,3534,356,11.74,597.69,7016.88,2024-12-27
12511,1473,1782,15.85,418.86,6638.93,2024-08-16
12512,2408,2257,7.54,666.32,5024.05,2024-05-12
12513,4562,3127,17.7,370.19,6552.36,2023-07-18
12514,3881,3203,13.33,545.83,7275.91,2024-09-18
12515,2309,2481,11.46,680.99,7804.15,2023-11-07
12516,2127,4550,8.11,436.85,3542.85,2023-06-02
12517,3219,1568,10.02,676.53,6778.83,2023-03-14
12518,3785,630,9.89,626.89,6199.94,2023-11-04
12519,604,901,12.34,485.82,5995.02,2024-06-29
12520,3119,4811,5.63,441.5,2485.64,2023-05-05
12521,4951,2037,23.4,822.79,19253.29,2024-11-16
12522,699,201,16.48,353.84,5831.28,2023-09-28
12523,758,4108,14.08,819.51,11538.7,2024-08-04
12524,836,4753,21.67,424.48,9198.48,2024-09-22
12525,3100,4910,7.5,539.2,4044.0,2023-05-27
12526,3353,4590,22.77,785.77,17891.98,2024-07-19
12527,520,371,18.38,476.85,8764.5,2023-08-14
12528,1623,572,10.24,518.54,5309.85,2024-06-12
12529,4607,849,7.07,916.32,6478.38,2023-11-16
12530,704,1897,5.19,939.96,4878.39,2023-06-10
12531,4811,19,11.3,419.51,4740.46,2023-11-14
12532,2959,3393,11.24,373.13,4193.98,2023-01-02
12533,392,3166,16.45,514.93,8470.6,2024-04-09
12534,4124,3759,7.0,746.35,5224.45,2024-06-23
12535,857,2152,9.25,363.07,3358.4,2023-12-29
12536,2579,3882,20.26,583.84,11828.6,2023-05-09
12537,2688,3870,23.93,441.48,10564.62,2024-09-06
12538,2194,224,10.38,382.79,3973.36,2023-08-16
12539,3685,2176,9.3,945.88,8796.68,2023-09-22
12540,4303,3685,17.36,698.37,12123.7,2023-01-04
12541,4985,873,17.09,487.8,8336.5,2024-12-26
12542,2367,729,9.58,798.68,7651.35,2023-07-10
12543,2462,581,21.32,592.71,12636.58,2023-01-05
12544,1375,3495,21.67,360.15,7804.45,2024-04-06
12545,4560,373,12.01,914.18,10979.3,2023-12-23
12546,1978,718,14.78,918.77,13579.42,2024-12-02
12547,4374,4937,21.73,398.73,8664.4,2024-02-20
12548,776,1358,17.88,527.19,9426.16,2023-11-26
12549,2365,175,9.52,372.47,3545.91,2023-03-04
12550,4269,3277,10.62,524.36,5568.7,2024-04-20
12551,3102,4784,16.99,876.09,14884.77,2024-06-15
12552,4234,569,16.82,655.26,11021.47,2024-04-23
12553,3321,873,5.24,739.78,3876.45,2023-01-26
12554,3736,3839,24.76,902.81,22353.58,2023-01-05
12555,1818,3937,20.07,616.71,12377.37,2023-11-17
12556,1617,1655,16.48,535.97,8832.79,2023-02-07
12557,606,3624,13.88,411.96,5718.0,2023-04-20
12558,427,300,16.47,805.33,13263.79,2023-10-12
12559,761,2196,17.32,452.13,7830.89,2023-10-21
12560,2922,2738,10.87,916.89,9966.59,2024-08-29
12561,1904,1912,13.46,517.59,6966.76,2024-11-12
12562,4626,3336,18.24,531.82,9700.4,2024-12-19
12563,1326,1875,23.51,574.42,13504.61,2024-08-04
12564,218,1730,24.71,638.03,15765.72,2023-08-28
12565,454,2549,12.2,894.12,10908.26,2024-09-24
12566,1476,3152,18.89,701.4,13249.45,2024-10-03
12567,3162,915,13.08,558.79,7308.97,2024-09-20
12568,1929,851,14.55,848.88,12351.2,2024-04-10
12569,2486,3503,9.33,690.76,6444.79,2024-12-12
12570,4058,1248,23.26,513.83,11951.69,2023-07-20
12571,2859,4310,20.86,837.07,17461.28,2024-01-21
12572,1996,1257,22.16,931.85,20649.8,2024-05-05
12573,3713,758,18.18,582.81,10595.49,2023-09-25
12574,1978,2241,19.03,944.62,17976.12,2024-08-13
12575,3946,4989,9.02,424.62,3830.07,2024-02-04
12576,49,2993,13.81,370.03,5110.11,2024-01-08
12577,1876,2617,16.18,410.76,6646.1,2024-04-18
12578,995,3184,17.15,421.07,7221.35,2023-05-20
12579,4813,4566,11.78,585.92,6902.14,2024-09-19
12580,2155,3221,8.76,876.14,7674.99,2023-11-06
12581,4384,4883,13.01,841.77,10951.43,2024-04-03
12582,2685,2955,5.31,913.2,4849.09,2024-05-12
12583,4910,1945,5.1,874.36,4459.24,2023-09-14
12584,812,4432,18.23,635.26,11580.79,2024-02-09
12585,1237,2967,12.95,798.42,10339.54,2023-11-26
12586,449,2698,7.52,850.25,6393.88,2023-01-25
12587,440,59,17.42,454.18,7911.82,2023-02-19
12588,911,454,18.34,820.26,15043.57,2023-03-27
12589,3402,577,21.36,604.48,12911.69,2024-08-22
12590,2068,4213,14.19,687.11,9750.09,2023-03-25
12591,1893,10,7.79,402.63,3136.49,2023-02-18
12592,1147,1583,18.45,683.62,12612.79,2024-06-27
12593,3076,4694,22.07,749.61,16543.89,2024-10-01
12594,4594,3317,6.02,758.24,4564.6,2024-05-04
12595,1787,603,7.56,754.31,5702.58,2023-03-04
12596,1023,4046,10.27,507.44,5211.41,2024-11-23
12597,2008,3381,22.78,937.41,21354.2,2024-01-07
12598,576,4964,24.39,784.78,19140.78,2023-05-22
12599,4345,4481,7.53,393.09,2959.97,2023-05-20
12600,1748,669,22.58,362.59,8187.28,2024-06-22
12601,2355,996,19.54,588.58,11500.85,2024-05-07
12602,1830,239,12.69,732.84,9299.74,2023-06-09
12603,954,3575,8.79,507.08,4457.23,2024-09-14
12604,2596,4993,9.77,654.05,6390.07,2024-08-28
12605,3560,2244,6.32,858.57,5426.16,2023-01-16
12606,4731,555,21.73,438.41,9526.65,2024-12-31
12607,1472,2813,16.43,486.87,7999.27,2023-05-24
12608,3296,3721,20.77,670.2,13920.05,2023-04-15
12609,1970,3778,8.5,882.84,7504.14,2024-08-20
12610,4651,2629,10.2,857.43,8745.79,2023-06-19
12611,3396,2108,23.73,537.81,12762.23,2023-09-22
12612,2035,3517,11.03,662.14,7303.4,2024-12-21
12613,926,952,19.59,611.0,11969.49,2023-03-18
12614,1809,380,11.18,932.66,10427.14,2024-03-12
12615,4258,201,10.15,713.0,7236.95,2023-11-25
12616,2736,2600,16.24,637.34,10350.4,2024-12-20
12617,458,3184,11.95,754.89,9020.94,2024-12-16
12618,4348,3924,22.78,818.0,18634.04,2024-09-16
12619,4728,803,6.04,903.38,5456.42,2024-12-05
12620,2183,3197,8.04,777.94,6254.64,2023-08-30
12621,1463,3251,14.36,419.74,6027.47,2024-02-09
12622,1559,2655,19.5,479.82,9356.49,2024-06-04
12623,55,1436,10.94,671.11,7341.94,2024-09-29
12624,4829,4652,11.39,744.74,8482.59,2024-05-16
12625,3731,4680,14.37,486.43,6990.0,2023-07-20
12626,4005,4743,17.03,565.4,9628.76,2023-11-20
12627,1197,2088,20.27,390.47,7914.83,2024-04-07
12628,528,3928,10.39,401.2,4168.47,2024-11-22
12629,3736,98,9.33,584.91,5457.21,2023-08-12
12630,2910,3220,19.21,605.42,11630.12,2024-10-30
12631,848,1314,14.26,608.65,8679.35,2024-01-09
12632,1314,1682,23.96,525.0,12579.0,2023-08-01
12633,352,2962,5.61,358.65,2012.03,2024-02-12
12634,4163,1198,24.12,369.24,8906.07,2024-08-14
12635,4577,1142,24.28,726.97,17650.83,2024-06-07
12636,1404,907,14.33,926.93,13282.91,2023-02-10
12637,4274,4299,22.76,759.77,17292.37,2023-07-27
12638,1881,3497,6.66,732.01,4875.19,2023-12-28
12639,2859,1224,20.25,524.36,10618.29,2023-07-08
12640,525,3680,5.05,430.24,2172.71,2023-01-24
12641,3850,2076,16.01,432.64,6926.57,2024-11-20
12642,1313,4015,6.39,759.13,4850.84,2024-09-19
12643,1715,3241,18.96,807.22,15304.89,2023-12-01
12644,2681,2896,6.32,724.82,4580.86,2023-12-06
12645,151,2978,6.83,775.62,5297.48,2023-03-24
12646,2487,4406,5.65,418.89,2366.73,2023-09-20
12647,1417,1704,19.2,427.29,8203.97,2024-12-07
12648,88,3702,5.95,475.88,2831.49,2023-05-18
12649,1258,4334,7.58,543.34,4118.52,2023-08-25
12650,2226,1167,5.06,892.65,4516.81,2024-10-17
12651,2711,1677,10.49,947.46,9938.86,2024-08-11
12652,4696,1160,7.29,610.84,4453.02,2024-07-27
12653,3405,3248,5.6,713.69,3996.66,2023-08-15
12654,3493,3159,7.48,854.14,6388.97,2024-07-25
12655,76,2038,14.42,755.64,10896.33,2023-07-31
12656,2282,2071,22.16,502.54,11136.29,2023-03-07
12657,3571,3203,23.86,583.72,13927.56,2023-09-28
12658,4478,2355,16.61,352.57,5856.19,2023-10-25
12659,226,818,20.78,548.77,11403.44,2023-12-04
12660,3336,2453,19.58,406.99,7968.86,2023-05-27
12661,1393,4225,16.6,597.72,9922.15,2023-01-04
12662,975,2939,16.73,527.43,8823.9,2023-01-07
12663,4996,3342,11.36,360.9,4099.82,2024-09-22
12664,809,1599,16.46,773.05,12724.4,2023-05-06
12665,2715,3052,11.6,447.46,5190.54,2023-06-13
12666,1091,4528,18.96,767.79,14557.3,2023-02-19
12667,1582,3736,11.49,852.47,9794.88,2024-10-25
12668,2866,2221,13.9,532.5,7401.75,2023-02-28
12669,2508,4071,24.09,860.5,20729.44,2024-02-19
12670,1626,4881,8.49,553.92,4702.78,2024-01-08
12671,949,2701,5.93,413.9,2454.43,2023-06-12
12672,3567,1488,21.34,541.6,11557.74,2024-04-19
12673,4410,1452,13.91,675.98,9402.88,2024-02-16
12674,3647,2264,5.81,399.47,2320.92,2024-06-28
12675,163,2087,16.75,931.62,15604.64,2024-01-03
12676,4158,58,21.05,670.19,14107.5,2024-12-24
12677,4453,3538,20.18,632.53,12764.46,2023-03-11
12678,2536,1076,20.99,859.73,18045.73,2023-07-02
12679,3015,2691,17.18,885.72,15216.67,2024-12-09
12680,2986,4885,20.36,746.45,15197.72,2023-07-05
12681,2889,4617,5.9,791.87,4672.03,2024-02-21
12682,4912,4975,13.86,616.95,8550.93,2023-04-01
12683,3680,4854,7.14,463.02,3305.96,2024-07-15
12684,2715,3832,9.47,775.18,7340.95,2024-02-26
12685,2049,2664,24.43,615.29,15031.53,2024-11-30
12686,5,4502,7.08,948.39,6714.6,2024-08-06
12687,4347,4674,24.58,859.32,21122.09,2024-04-20
12688,894,2856,23.23,373.39,8673.85,2024-11-06
12689,953,1681,23.57,450.73,10623.71,2023-07-26
12690,3080,498,12.58,663.01,8340.67,2023-01-08
12691,3757,3545,23.31,467.45,10896.26,2024-11-28
12692,4159,4734,19.97,427.94,8545.96,2024-06-12
12693,58,4062,16.73,782.91,13098.08,2023-10-15
12694,958,2019,12.81,413.5,5296.94,2024-08-08
12695,4730,4870,17.09,733.43,12534.32,2023-05-10
12696,2690,3228,14.33,730.04,10461.47,2023-02-19
12697,1805,1731,23.25,863.78,20082.88,2024-06-17
12698,4253,2890,18.54,798.9,14811.61,2023-05-30
12699,4595,4196,15.27,790.33,12068.34,2024-02-11
12700,2116,1924,15.25,412.95,6297.49,2024-08-12
12701,420,4657,14.35,768.01,11020.94,2023-01-09
12702,4067,4812,17.9,632.16,11315.66,2023-10-19
12703,2435,2267,17.31,938.13,16239.03,2023-11-17
12704,2070,2538,14.25,890.39,12688.06,2023-10-11
12705,3702,3302,7.21,927.81,6689.51,2024-08-18
12706,3491,1110,23.11,452.21,10450.57,2024-01-30
12707,2334,1903,17.8,905.75,16122.35,2023-11-01
12708,4654,894,20.37,848.21,17278.04,2024-12-06
12709,2123,2044,12.82,912.01,11691.97,2023-12-16
12710,1715,4225,16.59,901.76,14960.2,2023-12-04
12711,4651,444,24.1,732.1,17643.61,2024-04-18
12712,4689,3516,21.25,772.43,16414.14,2024-01-08
12713,4157,1827,15.13,538.54,8148.11,2024-11-19
12714,4524,591,14.94,599.98,8963.7,2024-01-23
12715,1787,2512,14.54,535.66,7788.5,2024-11-24
12716,1725,466,5.78,854.6,4939.59,2024-03-29
12717,3818,3815,18.04,408.72,7373.31,2024-02-02
12718,1584,2592,6.88,902.72,6210.71,2024-11-04
12719,4030,4161,5.51,725.85,3999.43,2024-07-01
12720,1218,1563,9.36,700.32,6555.0,2023-07-22
12721,2315,112,19.31,650.63,12563.67,2023-08-30
12722,4816,4949,23.08,595.28,13739.06,2023-12-15
12723,355,1535,7.6,682.6,5187.76,2023-08-18
12724,1133,3217,6.74,949.81,6401.72,2023-11-19
12725,2569,2712,8.91,625.16,5570.18,2023-05-02
12726,2151,4868,10.69,620.29,6630.9,2024-12-07
12727,1049,2013,6.07,433.79,2633.11,2023-10-02
12728,3473,2702,14.64,394.9,5781.34,2023-02-04
12729,2572,3016,16.7,776.22,12962.87,2023-12-19
12730,344,1219,18.9,942.02,17804.18,2023-02-07
12731,2061,604,5.82,418.13,2433.52,2023-07-19
12732,2953,4618,13.36,535.5,7154.28,2023-10-08
12733,911,1312,20.99,829.52,17411.62,2023-04-21
12734,4892,764,16.02,499.57,8003.11,2024-10-12
12735,117,3429,7.95,756.2,6011.79,2023-11-29
12736,847,1261,5.59,790.97,4421.52,2023-06-22
12737,4433,1941,22.39,893.81,20012.41,2024-11-02
12738,3164,2426,19.2,365.85,7024.32,2023-10-18
12739,2035,36,13.38,766.98,10262.19,2023-09-20
12740,2787,4757,12.42,544.31,6760.33,2023-12-07
12741,1739,2727,6.02,931.72,5608.95,2024-03-14
12742,4415,4963,5.13,649.05,3329.63,2024-11-19
12743,1902,1122,11.23,826.15,9277.66,2024-05-14
12744,4724,4921,13.2,941.7,12430.44,2023-03-05
12745,290,240,10.26,844.09,8660.36,2024-06-16
12746,2001,3280,8.56,795.1,6806.06,2024-08-02
12747,1165,3475,12.54,746.41,9359.98,2024-07-30
12748,1506,1227,5.35,918.17,4912.21,2023-03-05
12749,2763,192,16.28,574.71,9356.28,2024-02-15
12750,305,3537,7.08,813.96,5762.84,2024-10-20
12751,550,2792,23.77,627.34,14911.87,2024-11-25
12752,1698,4785,7.16,373.2,2672.11,2023-08-02
12753,3745,3576,10.06,716.96,7212.62,2024-09-05
12754,939,3133,14.51,448.15,6502.66,2023-07-06
12755,1587,1947,19.56,680.74,13315.27,2024-12-03
12756,595,4885,21.36,702.9,15013.94,2023-06-11
12757,4993,1202,16.56,576.75,9550.98,2023-04-26
12758,204,3936,5.05,552.31,2789.17,2023-03-29
12759,346,456,8.19,901.79,7385.66,2024-07-26
12760,1911,3796,7.52,437.19,3287.67,2024-03-31
12761,444,2586,19.97,459.1,9168.23,2023-10-20
12762,4436,4387,17.41,544.49,9479.57,2024-03-31
12763,1191,510,20.79,884.4,18386.68,2024-02-14
12764,4248,212,8.87,445.27,3949.54,2023-03-23
12765,4727,4534,24.62,450.45,11090.08,2023-02-24
12766,3434,2996,23.03,505.21,11634.99,2024-05-30
12767,2218,4023,16.59,432.41,7173.68,2024-02-23
12768,160,3495,5.26,690.72,3633.19,2023-09-29
12769,2106,2807,13.8,766.86,10582.67,2023-07-01
12770,4507,3816,12.24,480.51,5881.44,2024-12-12
12771,4394,2138,10.01,646.89,6475.37,2023-01-15
12772,4965,2234,13.83,836.28,11565.75,2024-03-02
12773,434,3556,11.36,630.86,7166.57,2023-03-30
12774,4098,4970,7.85,718.89,5643.29,2024-04-09
12775,2510,1271,24.07,441.89,10636.29,2024-02-13
12776,1117,4200,15.45,827.34,12782.4,2023-05-31
12777,584,3094,22.87,762.21,17431.74,2023-09-21
12778,2799,1605,7.39,366.11,2705.55,2024-05-19
12779,3476,273,6.49,659.57,4280.61,2023-12-09
12780,4447,4222,12.74,780.34,9941.53,2023-01-11
12781,3289,3097,20.9,394.56,8246.3,2023-11-09
12782,4729,3013,24.99,931.65,23281.93,2024-10-13
12783,4291,1564,6.28,629.73,3954.7,2023-05-07
12784,2151,1094,22.6,806.58,18228.71,2024-07-24
12785,3057,2213,18.69,492.93,9212.86,2023-03-27
12786,695,4726,21.77,825.08,17961.99,2024-09-10
12787,2144,4557,6.71,720.08,4831.74,2023-01-21
12788,971,3861,15.45,351.66,5433.15,2023-01-02
12789,3280,3981,18.84,817.67,15404.9,2023-04-16
12790,3829,848,12.34,373.65,4610.84,2023-02-26
12791,2335,1853,14.43,521.14,7520.05,2023-08-19
12792,3056,3627,13.49,678.78,9156.74,2024-09-03
12793,2406,3378,12.59,769.63,9689.64,2023-03-27
12794,552,751,18.39,546.51,10050.32,2023-02-05
12795,5,420,23.53,692.39,16291.94,2024-11-23
12796,4067,4549,14.38,839.15,12066.98,2024-01-06
12797,3050,394,5.56,455.97,2535.19,2023-06-02
12798,3880,1340,11.96,523.44,6260.34,2024-12-03
12799,1439,269,20.25,726.03,14702.11,2023-03-25
12800,3856,2986,5.24,754.75,3954.89,2024-10-01
12801,3775,2735,20.81,634.02,13193.96,2024-10-17
12802,2633,4875,9.6,709.49,6811.1,2024-04-07
12803,1369,2839,19.96,502.64,10032.69,2023-06-04
12804,2113,1358,12.67,756.92,9590.18,2023-02-27
12805,926,2861,10.63,592.68,6300.19,2023-08-05
12806,3002,762,13.82,373.61,5163.29,2023-07-12
12807,1883,3639,9.77,912.46,8914.73,2024-03-09
12808,4698,4981,20.92,587.28,12285.9,2024-04-03
12809,3087,40,12.59,419.13,5276.85,2024-06-26
12810,725,3751,11.4,647.84,7385.38,2023-11-05
12811,2976,4268,16.97,377.86,6412.28,2023-11-02
12812,4171,646,17.31,584.59,10119.25,2023-10-09
12813,4224,478,10.46,717.36,7503.59,2023-08-05
12814,4124,3284,24.12,828.18,19975.7,2023-06-25
12815,2913,3639,10.66,377.08,4019.67,2023-09-19
12816,4732,4570,10.31,366.09,3774.39,2024-03-23
12817,1995,2600,9.18,505.06,4636.45,2023-05-29
12818,896,797,24.48,791.98,19387.67,2023-04-30
12819,4245,3047,6.81,927.68,6317.5,2024-12-10
12820,2051,3362,22.23,927.3,20613.88,2024-11-24
12821,4538,2634,13.49,657.01,8863.06,2024-09-02
12822,1989,2925,9.45,449.57,4248.44,2024-08-13
12823,1718,429,13.24,650.05,8606.66,2024-11-05
12824,2253,4358,14.08,766.67,10794.71,2023-01-09
12825,1280,1211,22.55,373.93,8432.12,2024-11-03
12826,2836,4058,22.17,508.82,11280.54,2024-11-09
12827,2719,2429,23.65,355.19,8400.24,2024-07-13
12828,4236,3968,21.52,843.58,18153.84,2024-07-15
12829,1155,527,22.29,780.96,17407.6,2023-10-16
12830,4988,4423,14.41,759.85,10949.44,2023-10-14
12831,2415,1430,13.94,581.96,8112.52,2024-08-20
12832,850,3947,9.96,623.4,6209.06,2024-07-14
12833,1477,661,23.38,759.32,17752.9,2023-09-26
12834,4089,2753,13.6,624.81,8497.42,2024-07-02
12835,1181,1483,5.95,512.85,3051.46,2024-03-09
12836,3506,4125,13.92,915.64,12745.71,2024-06-14
12837,4439,4299,17.98,623.0,11201.54,2024-04-17
12838,2284,2699,23.81,548.39,13057.17,2024-06-09
12839,2416,568,10.16,621.15,6310.88,2023-08-30
12840,1116,4762,10.55,419.33,4423.93,2024-12-09
12841,27,2690,24.67,599.57,14791.39,2024-09-08
12842,2727,525,13.7,767.23,10511.05,2024-12-16
12843,2042,4227,16.63,500.7,8326.64,2024-09-09
12844,2284,4326,5.54,441.91,2448.18,2023-10-21
12845,1986,3457,20.75,637.11,13220.03,2024-11-16
12846,573,2951,11.99,421.3,5051.39,2024-02-24
12847,1084,1967,16.09,591.24,9513.05,2023-03-05
12848,232,3432,24.32,836.83,20351.71,2023-12-10
12849,2590,1902,17.27,661.08,11416.85,2023-04-15
12850,1070,3683,12.58,428.79,5394.18,2024-10-12
12851,434,1747,23.48,494.76,11616.96,2024-03-26
12852,4031,553,24.2,455.76,11029.39,2024-07-03
12853,2329,2444,13.28,739.22,9816.84,2024-04-12
12854,1541,514,22.44,561.29,12595.35,2023-04-18
12855,4454,118,7.6,395.9,3008.84,2024-05-18
12856,4000,4421,15.89,461.6,7334.82,2023-02-18
12857,2613,2448,23.12,599.72,13865.53,2023-12-22
12858,4208,3288,17.45,656.39,11454.01,2024-01-21
12859,2429,655,9.63,609.81,5872.47,2024-06-19
12860,4514,4279,23.6,449.15,10599.94,2023-06-30
